gse,gsm,stage,is.normal,disease,treatment,maternal.age,developmental.day,cell.line,srr.count,srr.mean.avgspotlen,srr.total.bytes,srr.total.bases,srr.total.avgreadcount
GSE36552,GSM922190,morula,TRUE,,,25~35,,,1,100,2199325092,3369877000,33698770
GSE36552,GSM922191,morula,TRUE,,,25~35,,,1,100,2362017409,3645608300,36456083
GSE36552,GSM922192,morula,TRUE,,,25~35,,,1,100,1705667005,2673609000,26736090
GSE36552,GSM922193,morula,TRUE,,,25~35,,,1,100,2343640366,3698902100,36989021
GSE36552,GSM922194,blastocyst.late,TRUE,,,25~35,,,1,100,3088701513,4479873300,44798733
GSE36552,GSM922195,blastocyst.late,TRUE,,,25~35,,,1,100,1477969902,2139294600,21392946
GSE36552,GSM922196,blastocyst.late,TRUE,,,25~35,,,1,100,2264570243,3328665400,33286654
GSE36552,GSM922197,blastocyst.late,TRUE,,,25~35,,,1,100,2534432055,3669396900,36693969
GSE36552,GSM922198,blastocyst.late,TRUE,,,25~35,,,1,100,2339135679,3387755900,33877559
GSE36552,GSM922199,blastocyst.late,TRUE,,,25~35,,,1,100,1672925116,2417769700,24177697
GSE36552,GSM922200,blastocyst.late,TRUE,,,25~35,,,1,100,2253247452,3250076000,32500760
GSE36552,GSM922201,blastocyst.late,TRUE,,,25~35,,,1,100,1952461378,2825051900,28250519
GSE36552,GSM922202,blastocyst.late,TRUE,,,25~35,,,1,100,3728703554,5380415800,53804158
GSE36552,GSM922203,blastocyst.late,TRUE,,,25~35,,,1,100,1863975134,2683418700,26834187
GSE36552,GSM922204,blastocyst.late,TRUE,,,25~35,,,1,100,1258910111,1804965000,18049650
GSE36552,GSM922205,blastocyst.late,TRUE,,,25~35,,,1,100,1523676270,2208397000,22083970
GSE36552,GSM922206,blastocyst.late,TRUE,,,25~35,,,1,100,2021254940,2960362300,29603623
GSE36552,GSM922207,blastocyst.late,TRUE,,,25~35,,,1,100,1967539467,2852981200,28529812
GSE36552,GSM922208,blastocyst.late,TRUE,,,25~35,,,1,100,1590638682,2309363000,23093630
GSE36552,GSM922209,blastocyst.late,TRUE,,,25~35,,,1,100,1755016901,2538953100,25389531
GSE36552,GSM922210,blastocyst.late,TRUE,,,25~35,,,1,100,1763096182,2560279700,25602797
GSE36552,GSM922211,blastocyst.late,TRUE,,,25~35,,,1,100,1909109204,2778456700,27784567
GSE36552,GSM922212,blastocyst.late,TRUE,,,25~35,,,1,100,1273293547,1850805500,18508055
GSE36552,GSM922213,blastocyst.late,TRUE,,,25~35,,,1,100,1562389793,2258654100,22586541
GSE36552,GSM922214,blastocyst.late,TRUE,,,25~35,,,1,100,2333501730,3400873400,34008734
GSE36552,GSM922215,blastocyst.late,TRUE,,,25~35,,,1,100,2391381330,3476913900,34769139
GSE36552,GSM922216,blastocyst.late,TRUE,,,25~35,,,1,100,3416292158,4901141700,49011417
GSE36552,GSM922217,blastocyst.late,TRUE,,,25~35,,,1,100,2788616679,4008121500,40081215
GSE36552,GSM922218,blastocyst.late,TRUE,,,25~35,,,1,100,2086954339,2996359500,29963595
GSE36552,GSM922219,blastocyst.late,TRUE,,,25~35,,,1,100,2579324973,3697348700,36973487
GSE36552,GSM922220,blastocyst.late,TRUE,,,25~35,,,1,100,2303691942,3300181800,33001818
GSE36552,GSM922221,blastocyst.late,TRUE,,,25~35,,,1,100,2613018985,3761805300,37618053
GSE36552,GSM922222,blastocyst.late,TRUE,,,25~35,,,1,100,2718094424,3939174200,39391742
GSE36552,GSM922223,blastocyst.late,TRUE,,,25~35,,,1,100,3269982623,4751297200,47512972
GSE36552,GSM922224,hESC,TRUE,,hESC with 0 passage,25~35,,customized.hESC passage,1,100,1880067733,2731508400,27315084
GSE36552,GSM922225,hESC,TRUE,,hESC with 0 passage,25~35,,customized.hESC passage,1,100,1833190354,2667669600,26676696
GSE36552,GSM922226,hESC,TRUE,,hESC with 0 passage,25~35,,customized.hESC passage,1,100,1677069765,2440733500,24407335
GSE36552,GSM922227,hESC,TRUE,,hESC with 0 passage,25~35,,customized.hESC passage,1,100,1341563806,1954761600,19547616
GSE36552,GSM922228,hESC,TRUE,,hESC with 0 passage,25~35,,customized.hESC passage,1,100,2036013439,2972385300,29723853
GSE36552,GSM922230,hESC,TRUE,,hESC with 0 passage,25~35,,customized.hESC passage,1,100,1400440995,2033639300,20336393
GSE36552,GSM922250,hESC,TRUE,,hESC with 10 passages,25~35,,customized.hESC passage,1,100,2734252639,4201079700,42010797
GSE36552,GSM922251,hESC,TRUE,,hESC with 10 passages,25~35,,customized.hESC passage,1,100,2758482775,4211039100,42110391
GSE36552,GSM922252,hESC,TRUE,,hESC with 10 passages,25~35,,customized.hESC passage,1,100,2281649091,3481766700,34817667
GSE36552,GSM922253,hESC,TRUE,,hESC with 10 passages,25~35,,customized.hESC passage,1,100,2270029050,3468711900,34687119
GSE36552,GSM922254,hESC,TRUE,,hESC with 10 passages,25~35,,customized.hESC passage,1,100,2268612380,3578205200,35782052
GSE36552,GSM922255,hESC,TRUE,,hESC with 10 passages,25~35,,customized.hESC passage,1,100,2087208809,3306657100,33066571
GSE36552,GSM922256,hESC,TRUE,,hESC with 10 passages,25~35,,customized.hESC passage,1,100,1741758284,2762014200,27620142
GSE36552,GSM922257,hESC,TRUE,,hESC with 10 passages,25~35,,customized.hESC passage,1,100,1569270246,2489307900,24893079
GSE36552,GSM922258,hESC,TRUE,,hESC with 10 passages,25~35,,customized.hESC passage,1,100,2121073184,3228051600,32280516
GSE36552,GSM922259,hESC,TRUE,,hESC with 10 passages,25~35,,customized.hESC passage,1,100,2217978832,3394561200,33945612
GSE36552,GSM922260,hESC,TRUE,,hESC with 10 passages,25~35,,customized.hESC passage,1,100,2527686425,3882052200,38820522
GSE36552,GSM922261,hESC,TRUE,,hESC with 10 passages,25~35,,customized.hESC passage,1,100,2332235762,3371576200,33715762
GSE36552,GSM922262,hESC,TRUE,,hESC with 10 passages,25~35,,customized.hESC passage,1,100,2148177119,3114017400,31140174
GSE36552,GSM922263,hESC,TRUE,,hESC with 10 passages,25~35,,customized.hESC passage,1,100,1986004108,2878395000,28783950
GSE36552,GSM922264,hESC,TRUE,,hESC with 10 passages,25~35,,customized.hESC passage,1,100,1999705736,2884306400,28843064
GSE36552,GSM922265,hESC,TRUE,,hESC with 10 passages,25~35,,customized.hESC passage,1,100,2394853731,3522622200,35226222
GSE36552,GSM922266,hESC,TRUE,,hESC with 10 passages,25~35,,customized.hESC passage,1,100,2070225967,3048264500,30482645
GSE36552,GSM922267,hESC,TRUE,,hESC with 10 passages,25~35,,customized.hESC passage,1,100,2545385765,3741861600,37418616
GSE36552,GSM922268,hESC,TRUE,,hESC with 10 passages,25~35,,customized.hESC passage,1,100,2497683404,3679511800,36795118
GSE36552,GSM922269,hESC,TRUE,,hESC with 10 passages,25~35,,customized.hESC passage,1,100,1937743182,2911642800,29116428
GSE36552,GSM922270,hESC,TRUE,,hESC with 10 passages,25~35,,customized.hESC passage,1,100,2088606710,3071813500,30718135
GSE36552,GSM922271,hESC,TRUE,,hESC with 10 passages,25~35,,customized.hESC passage,1,100,1788070223,2697046900,26970469
GSE36552,GSM922272,hESC,TRUE,,hESC with 10 passages,25~35,,customized.hESC passage,1,100,2307121647,3462290900,34622909
GSE36552,GSM922273,hESC,TRUE,,hESC with 10 passages,25~35,,customized.hESC passage,1,100,2083243705,3142858600,31428586
GSE36552,GSM922274,hESC,TRUE,,hESC with 10 passages,25~35,,customized.hESC passage,1,100,2083495759,3144243300,31442433
GSE36552,GSM922275,hESC,TRUE,,hESC with 10 passages,25~35,,customized.hESC passage,1,100,1795193264,2696244600,26962446
GSE95477,GSM2514771,oocyte.GV,TRUE,,,27,,,1,200,3757678621,5511813600,27559068
GSE95477,GSM2514772,oocyte.MII,TRUE,,,27,,,1,200,4065149726,6211342200,31056711
GSE95477,GSM2514773,oocyte.GV,TRUE,,,29,,,1,200,3221279162,4728105200,23640526
GSE95477,GSM2514774,oocyte.MII,TRUE,,,29,,,1,200,3895194234,5733207800,28666039
GSE95477,GSM2514775,oocyte.GV,TRUE,,,29,,,1,200,3778900001,5725706000,28628530
GSE95477,GSM2514776,oocyte.MII,TRUE,,,29,,,1,200,3388098904,5155948400,25779742
GSE95477,GSM2514777,oocyte.GV,TRUE,,,40,,,1,200,2832672928,4174603600,20873018
GSE95477,GSM2514778,oocyte.MII,TRUE,,,40,,,1,200,3390909350,4960821000,24804105
GSE95477,GSM2514779,oocyte.GV,TRUE,,,29,,,1,200,3146365930,4878603800,24393019
GSE95477,GSM2514780,oocyte.MII,TRUE,,,29,,,1,200,3863313540,6005016000,30025080
GSE95477,GSM2514781,oocyte.GV,TRUE,,,43,,,1,200,3919011441,5756033800,28780169
GSE95477,GSM2514782,oocyte.MII,TRUE,,,43,,,1,200,4295185197,6326925600,31634628
GSE95477,GSM2514783,oocyte.GV,TRUE,,,20,,,1,200,4040374616,5957846200,29789231
GSE95477,GSM2514784,oocyte.MII,TRUE,,,20,,,1,200,4253458899,6288872800,31444364
GSE95477,GSM2514785,oocyte.GV,TRUE,,,40,,,1,200,3489681454,5295540200,26477701
GSE95477,GSM2514786,oocyte.MII,TRUE,,,40,,,1,200,4258252570,6491540600,32457703
GSE95477,GSM2514787,oocyte.GV,TRUE,,,42,,,1,200,3285823924,5083942400,25419712
GSE95477,GSM2514788,oocyte.MII,TRUE,,,42,,,1,200,4649766143,7240854400,36204272
GSE95477,GSM2514789,oocyte.GV,TRUE,,,43,,,1,200,4606369440,7132124000,35660620
GSE95477,GSM2514790,oocyte.MII,TRUE,,,43,,,1,200,3989907259,5855398400,29276992
GSE65481,GSM1598282,zygote.2PN,FALSE,viability predicted to be bad,,,,,1,202,5868216526,9207304632,45580716
GSE65481,GSM1598283,zygote.2PN,TRUE,viability predicted to be good,,,,,1,202,4997067782,7682958496,38034448
GSE65481,GSM1598284,zygote.2PN,FALSE,viability predicted to be bad,,,,,1,202,8154327961,12709628910,62918955
GSE65481,GSM1598285,zygote.2PN,FALSE,viability predicted to be bad,,,,,1,202,4831487963,7374283508,36506354
GSE65481,GSM1598286,zygote.2PN,FALSE,viability predicted to be bad,,,,,1,202,4796939306,7286768422,36073111
GSE65481,GSM1598287,zygote.2PN,TRUE,viability predicted to be good,,,,,1,202,5455517564,8393490668,41551934
GSE65481,GSM1598288,zygote.2PN,TRUE,viability predicted to be good,,,,,1,202,5605432343,8619979532,42673166
GSE65481,GSM1598289,zygote.2PN,TRUE,viability predicted to be good,,,,,1,202,6076378999,9612994766,47589083
GSE65481,GSM1598290,zygote.2PN,TRUE,viability predicted to be good,,,,,1,202,4118535110,6362667508,31498354
GSE65481,GSM1598291,zygote.2PN,FALSE,viability predicted to be bad,,,,,1,202,4607832970,7288331902,36080851
GSE65481,GSM1598292,zygote.2PN,FALSE,viability predicted to be bad,,,,,1,202,8224637709,13107519622,64888711
GSE65481,GSM1598293,zygote.2PN,FALSE,viability predicted to be bad,,,,,1,202,8087670061,12621637710,62483355
GSE65481,GSM1598294,zygote.2PN,FALSE,viability predicted to be bad,,,,,1,202,6492196306,10134761372,50172086
GSE65481,GSM1598295,zygote.2PN,FALSE,viability predicted to be bad,,,,,1,202,8470269789,13347023750,66074375
GSE65481,GSM1598296,zygote.2PN,TRUE,viability predicted to be good,,,,,1,202,5137201202,8093877804,40068702
GSE65481,GSM1598297,zygote.2PN,FALSE,viability predicted to be bad,,,,,1,202,7559572612,11667510102,57759951
GSE65481,GSM1598298,zygote.2PN,TRUE,viability predicted to be good,,,,,1,202,7011414386,10817746602,53553201
GSE65481,GSM1598299,zygote.2PN,TRUE,viability predicted to be good,,,,,1,202,8447006632,13023643768,64473484
GSE65481,GSM1598300,zygote.2PN,TRUE,viability predicted to be good,,,,,1,202,7061561298,11064517882,54774841
GSE65481,GSM1598301,zygote.2PN,TRUE,viability predicted to be good,,,,,1,202,7764869249,12066400916,59734658
GSE65481,GSM1598302,zygote.2PN,TRUE,viability predicted to be good,,,,,1,202,6512367071,10205668422,50523111
GSE65481,GSM1598303,zygote.2PN,FALSE,viability predicted to be bad,,,,,1,202,8302013117,13062493216,64665808
GSE130289,GSM3735366,CTB,TRUE,,,,Day 12 (Extended culture),,1,202,1141913706,2891035918,14312059
GSE130289,GSM3735361,CTB,TRUE,,,,Day 12 (Extended culture),,1,202,577353559,1450231124,7179362
GSE130289,GSM3735423,CTB,TRUE,,,,Day 8 (Extended culture),,1,202,549109413,1411179878,6986039
GSE130289,GSM3735324,STB,TRUE,,,,Day 10 (Extended culture),,1,202,564612724,1419963242,7029521
GSE130289,GSM3735402,STB,TRUE,,,,Day 12 (Extended culture),,1,300,678824824,1613095500,5376985
GSE130289,GSM3735440,CTB,TRUE,,,,Day 8 (Extended culture),,1,202,547738017,1409664878,6978539
GSE130289,GSM3735371,CTB,TRUE,,,,Day 12 (Extended culture),,1,202,674672046,1708321676,8457038
GSE130289,GSM3735316,CTB,TRUE,,,,Day 10 (Extended culture),,1,202,1755142435,4650917488,23024344
GSE130289,GSM3735417,CTB,TRUE,,,,Day 8 (Extended culture),,1,202,493471042,1256859958,6222079
GSE130289,GSM3735359,CTB,TRUE,,,,Day 12 (Extended culture),,1,202,616570624,1567729878,7761039
GSE130289,GSM3735413,MTB,TRUE,,,,Day 12 (Extended culture),,1,202,653180357,1637946492,8108646
GSE130289,GSM3735306,STB,TRUE,,,,Day 10 (Extended culture),,1,300,1113700242,2616692400,8722308
GSE130289,GSM3735334,CTB,TRUE,,,,Day 10 (Extended culture),,1,202,791121619,2051387972,10155386
GSE130289,GSM3735346,STB,TRUE,,,,Day 10 (Extended culture),,1,300,1136533804,2740112100,9133707
GSE130289,GSM3735347,STB,TRUE,,,,Day 10 (Extended culture),,1,300,937762663,2224998000,7416660
GSE130289,GSM3735364,CTB,TRUE,,,,Day 12 (Extended culture),,1,202,642996063,1640158392,8119596
GSE130289,GSM3735406,CTB,TRUE,,,,Day 12 (Extended culture),,1,300,999100036,2379035700,7930119
GSE130289,GSM3735353,CTB,TRUE,,,,Day 10 (Extended culture),,1,300,1082277683,2553508800,8511696
GSE130289,GSM3735363,CTB,TRUE,,,,Day 12 (Extended culture),,1,202,564218037,1433082940,7094470
GSE130289,GSM3735368,CTB,TRUE,,,,Day 12 (Extended culture),,1,202,666034528,1703506804,8433202
GSE130289,GSM3735383,MTB,TRUE,,,,Day 12 (Extended culture),,1,300,1231797653,2915965500,9719885
GSE130289,GSM3735387,MTB,TRUE,,,,Day 12 (Extended culture),,1,300,1105927827,2630244600,8767482
GSE130289,GSM3735437,CTB,TRUE,,,,Day 8 (Extended culture),,1,202,366540206,940370196,4655298
GSE130289,GSM3735328,CTB,TRUE,,,,Day 10 (Extended culture),,1,202,399302852,1030599758,5101979
GSE130289,GSM3735338,CTB,TRUE,,,,Day 10 (Extended culture),,1,202,559532383,1417917184,7019392
GSE130289,GSM3735341,CTB,TRUE,,,,Day 10 (Extended culture),,1,202,404574768,1002934646,4965023
GSE130289,GSM3735358,CTB,TRUE,,,,Day 12 (Extended culture),,1,202,584315193,1469359312,7274056
GSE130289,GSM3735367,CTB,TRUE,,,,Day 12 (Extended culture),,1,202,570971228,1445440492,7155646
GSE130289,GSM3735404,STB,TRUE,,,,Day 12 (Extended culture),,1,300,1010923052,2394732300,7982441
GSE130289,GSM3735418,CTB,TRUE,,,,Day 8 (Extended culture),,1,202,473201970,1209829712,5989256
GSE130289,GSM3735426,CTB,TRUE,,,,Day 8 (Extended culture),,1,202,605339580,1540700258,7627229
GSE130289,GSM3735441,CTB,TRUE,,,,Day 8 (Extended culture),,1,202,535963227,1398922922,6925361
GSE130289,GSM3735313,CTB,TRUE,,,,Day 10 (Extended culture),,1,202,116572619,299286028,1481614
GSE130289,GSM3735336,CTB,TRUE,,,,Day 10 (Extended culture),,1,202,516075342,1299517106,6433253
GSE130289,GSM3735382,MTB,TRUE,,,,Day 12 (Extended culture),,1,300,1150688999,2751079800,9170266
GSE130289,GSM3735396,CTB,TRUE,,,,Day 12 (Extended culture),,1,300,1056881624,2463095400,8210318
GSE130289,GSM3735422,CTB,TRUE,,,,Day 8 (Extended culture),,1,202,271592574,696341268,3447234
GSE130289,GSM3735331,CTB,TRUE,,,,Day 10 (Extended culture),,1,202,542771728,1397931102,6920451
GSE130289,GSM3735335,CTB,TRUE,,,,Day 10 (Extended culture),,1,202,1012361711,2638895882,13063841
GSE130289,GSM3735340,CTB,TRUE,,,,Day 10 (Extended culture),,1,202,426359880,1071890578,5306389
GSE130289,GSM3735372,CTB,TRUE,,,,Day 12 (Extended culture),,1,202,494246470,1249871970,6187485
GSE130289,GSM3735380,MTB,TRUE,,,,Day 12 (Extended culture),,1,300,726675709,1680967800,5603226
GSE130289,GSM3735421,CTB,TRUE,,,,Day 8 (Extended culture),,1,202,585002464,1519669634,7523117
GSE130289,GSM3735319,STB,TRUE,,,,Day 10 (Extended culture),,1,202,513483758,1276674138,6320169
GSE130289,GSM3735348,STB,TRUE,,,,Day 10 (Extended culture),,1,300,1133501135,2678428500,8928095
GSE130289,GSM3735434,CTB,TRUE,,,,Day 8 (Extended culture),,1,202,526564745,1360509390,6735195
GSE130289,GSM3735375,CTB,TRUE,,,,Day 12 (Extended culture),,1,202,607921798,1544190010,7644505
GSE130289,GSM3735397,CTB,TRUE,,,,Day 12 (Extended culture),,1,300,1301411420,3051510900,10171703
GSE130289,GSM3735398,CTB,TRUE,,,,Day 12 (Extended culture),,1,300,1134832217,2699292600,8997642
GSE130289,GSM3735399,CTB,TRUE,,,,Day 12 (Extended culture),,1,300,1196936042,2838142500,9460475
GSE130289,GSM3735400,STB,TRUE,,,,Day 12 (Extended culture),,1,300,977703316,2307352200,7691174
GSE130289,GSM3735403,STB,TRUE,,,,Day 12 (Extended culture),,1,300,625462849,1477473900,4924913
GSE130289,GSM3735432,STB,TRUE,,,,Day 8 (Extended culture),,1,202,536409224,1373751702,6800751
GSE130289,GSM3735321,STB,TRUE,,,,Day 10 (Extended culture),,1,202,594207100,1486540826,7359113
GSE130289,GSM3735323,STB,TRUE,,,,Day 10 (Extended culture),,1,202,497580727,1245626536,6166468
GSE130289,GSM3735354,CTB,TRUE,,,,Day 12 (Extended culture),,1,202,515881698,1300226328,6436764
GSE130289,GSM3735356,CTB,TRUE,,,,Day 12 (Extended culture),,1,202,689430422,1750305760,8664880
GSE130289,GSM3735307,STB,TRUE,,,,Day 10 (Extended culture),,1,300,1258143012,2993870100,9979567
GSE130289,GSM3735325,STB,TRUE,,,,Day 10 (Extended culture),,1,202,456529288,1095415498,5422849
GSE130289,GSM3735345,STB,TRUE,,,,Day 10 (Extended culture),,1,300,1040961500,2494833300,8316111
GSE130289,GSM3735355,CTB,TRUE,,,,Day 12 (Extended culture),,1,202,604134919,1529242616,7570508
GSE130289,GSM3735390,STB,TRUE,,,,Day 12 (Extended culture),,1,300,1009002793,2402004600,8006682
GSE130289,GSM3735391,STB,TRUE,,,,Day 12 (Extended culture),,1,300,1046583921,2475210300,8250701
GSE130289,GSM3735415,CTB,TRUE,,,,Day 8 (Extended culture),,1,202,425457946,1092321262,5407531
GSE130289,GSM3735424,CTB,TRUE,,,,Day 8 (Extended culture),,1,202,495084865,1272854722,6301261
GSE130289,GSM3735312,CTB,TRUE,,,,Day 10 (Extended culture),,1,202,618756434,1610740122,7973961
GSE130289,GSM3735326,STB,TRUE,,,,Day 10 (Extended culture),,1,202,619365242,1553111946,7688673
GSE130289,GSM3735327,STB,TRUE,,,,Day 10 (Extended culture),,1,202,569331306,1474216402,7298101
GSE130289,GSM3735330,CTB,TRUE,,,,Day 10 (Extended culture),,1,202,597581972,1534315846,7595623
GSE130289,GSM3735360,CTB,TRUE,,,,Day 12 (Extended culture),,1,202,668196212,1694897564,8390582
GSE130289,GSM3735362,CTB,TRUE,,,,Day 12 (Extended culture),,1,202,729191007,1860169722,9208761
GSE130289,GSM3735389,MTB,TRUE,,,,Day 12 (Extended culture),,1,300,1111149526,2649135600,8830452
GSE130289,GSM3735411,MTB,TRUE,,,,Day 12 (Extended culture),,1,202,602541149,1519763362,7523581
GSE130289,GSM3735438,CTB,TRUE,,,,Day 8 (Extended culture),,1,202,397929608,1018438752,5041776
GSE130289,GSM3735318,STB,TRUE,,,,Day 10 (Extended culture),,1,202,649405822,1710000498,8465349
GSE130289,GSM3735332,CTB,TRUE,,,,Day 10 (Extended culture),,1,202,617881353,1589549918,7869059
GSE130289,GSM3735309,CTB,TRUE,,,,Day 10 (Extended culture),,1,202,579551686,1486957552,7361176
GSE130289,GSM3735314,CTB,TRUE,,,,Day 10 (Extended culture),,1,202,908353641,2342468962,11596381
GSE130289,GSM3735317,STB,TRUE,,,,Day 10 (Extended culture),,1,202,635180519,1638558956,8111678
GSE130289,GSM3735337,CTB,TRUE,,,,Day 10 (Extended culture),,1,202,595447204,1530877806,7578603
GSE130289,GSM3735339,CTB,TRUE,,,,Day 10 (Extended culture),,1,202,473367722,1206882330,5974665
GSE130289,GSM3735374,CTB,TRUE,,,,Day 12 (Extended culture),,1,202,530800668,1329625610,6582305
GSE130289,GSM3735384,MTB,TRUE,,,,Day 12 (Extended culture),,1,300,1259535855,2992402200,9974674
GSE130289,GSM3735416,CTB,TRUE,,,,Day 8 (Extended culture),,1,202,485021787,1231737218,6097709
GSE130289,GSM3735419,CTB,TRUE,,,,Day 8 (Extended culture),,1,202,522481517,1332858822,6598311
GSE130289,GSM3735420,CTB,TRUE,,,,Day 8 (Extended culture),,1,202,654528028,1694541842,8388821
GSE130289,GSM3735425,CTB,TRUE,,,,Day 8 (Extended culture),,1,202,509683820,1303052510,6450755
GSE130289,GSM3735428,CTB,TRUE,,,,Day 8 (Extended culture),,1,202,572372062,1478176814,7317707
GSE130289,GSM3735442,CTB,TRUE,,,,Day 8 (Extended culture),,1,300,1352870313,3237137100,10790457
GSE130289,GSM3735385,MTB,TRUE,,,,Day 12 (Extended culture),,1,300,1070066565,2549531400,8498438
GSE130289,GSM3735343,CTB,TRUE,,,,Day 10 (Extended culture),,1,202,704950997,1855921056,9187728
GSE130289,GSM3735394,STB,TRUE,,,,Day 12 (Extended culture),,1,300,1076861356,2516794200,8389314
GSE130289,GSM3735414,CTB,TRUE,,,,Day 8 (Extended culture),,1,202,587815482,1507048674,7460637
GSE130289,GSM3735408,CTB,TRUE,,,,Day 12 (Extended culture),,1,300,1159557876,2747030400,9156768
GSE130289,GSM3735439,CTB,TRUE,,,,Day 8 (Extended culture),,1,202,376402514,973865028,4821114
GSE130289,GSM3735342,CTB,TRUE,,,,Day 10 (Extended culture),,1,202,404710684,1035441900,5125950
GSE130289,GSM3735410,MTB,TRUE,,,,Day 12 (Extended culture),,1,202,559660373,1419483492,7027146
GSE130289,GSM3735427,CTB,TRUE,,,,Day 8 (Extended culture),,1,202,514534595,1315938494,6514547
GSE130289,GSM3735429,CTB,TRUE,,,,Day 8 (Extended culture),,1,202,605182217,1576841290,7806145
GSE130289,GSM3735436,CTB,TRUE,,,,Day 8 (Extended culture),,1,202,497642531,1273027028,6302114
GSE130289,GSM3735412,MTB,TRUE,,,,Day 12 (Extended culture),,1,202,541594958,1372765336,6795868
GSE130289,GSM3735333,CTB,TRUE,,,,Day 10 (Extended culture),,1,202,643785798,1665262548,8243874
GSE130289,GSM3735344,STB,TRUE,,,,Day 10 (Extended culture),,1,300,1026284803,2455782900,8185943
GSE130289,GSM3735357,CTB,TRUE,,,,Day 12 (Extended culture),,1,202,3774206,8393908,41554
GSE130289,GSM3735369,CTB,TRUE,,,,Day 12 (Extended culture),,1,202,531123982,1351482010,6690505
GSE130289,GSM3735386,MTB,TRUE,,,,Day 12 (Extended culture),,1,300,1128175082,2616246000,8720820
GSE130289,GSM3735409,CTB,TRUE,,,,Day 12 (Extended culture),,1,300,1040848483,2453090100,8176967
GSE130289,GSM3735373,CTB,TRUE,,,,Day 12 (Extended culture),,1,202,695341103,1751858938,8672569
GSE130289,GSM3735392,STB,TRUE,,,,Day 12 (Extended culture),,1,300,1153623457,2716729500,9055765
GSE130289,GSM3735443,CTB,TRUE,,,,Day 8 (Extended culture),,1,300,974887241,2303048400,7676828
GSE130289,GSM3735320,STB,TRUE,,,,Day 10 (Extended culture),,1,202,695454743,1730639444,8567522
GSE130289,GSM3735349,STB,TRUE,,,,Day 10 (Extended culture),,1,300,1191139576,2839984500,9466615
GSE130289,GSM3735350,CTB,TRUE,,,,Day 10 (Extended culture),,1,300,1066650970,2501732400,8339108
GSE130289,GSM3735377,CTB,TRUE,,,,Day 12 (Extended culture),,1,202,535800224,1357106296,6718348
GSE130289,GSM3735352,CTB,TRUE,,,,Day 10 (Extended culture),,1,300,1744970638,4089381000,13631270
GSE130289,GSM3735365,CTB,TRUE,,,,Day 12 (Extended culture),,1,202,531024559,1353087304,6698452
GSE130289,GSM3735376,CTB,TRUE,,,,Day 12 (Extended culture),,1,202,679002611,1730048796,8564598
GSE130289,GSM3735433,STB,TRUE,,,,Day 8 (Extended culture),,1,202,541308885,1403563468,6948334
GSE130289,GSM3735444,CTB,TRUE,,,,Day 8 (Extended culture),,1,300,1058807271,2506279500,8354265
GSE130289,GSM3735315,CTB,TRUE,,,,Day 10 (Extended culture),,1,202,599367249,1467814214,7266407
GSE130289,GSM3735329,CTB,TRUE,,,,Day 10 (Extended culture),,1,202,486929372,1262444046,6249723
GSE130289,GSM3735370,CTB,TRUE,,,,Day 12 (Extended culture),,1,202,649028006,1644686222,8142011
GSE130289,GSM3735431,STB,TRUE,,,,Day 8 (Extended culture),,1,202,566072225,1438285652,7120226
GSE130289,GSM3735308,STB,TRUE,,,,Day 10 (Extended culture),,1,300,1215330105,2871995100,9573317
GSE130289,GSM3735388,MTB,TRUE,,,,Day 12 (Extended culture),,1,300,1072510058,2362277400,7874258
GSE130289,GSM3735395,STB,TRUE,,,,Day 12 (Extended culture),,1,300,1196286482,2811613200,9372044
GSE130289,GSM3735407,CTB,TRUE,,,,Day 12 (Extended culture),,1,300,1141871088,2697567600,8991892
GSE130289,GSM3735311,CTB,TRUE,,,,Day 10 (Extended culture),,1,202,593179642,1544602898,7646549
GSE130289,GSM3735378,MTB,TRUE,,,,Day 12 (Extended culture),,1,300,937067013,2210605800,7368686
GSE130289,GSM3735379,MTB,TRUE,,,,Day 12 (Extended culture),,1,300,1071323367,2492936400,8309788
GSE130289,GSM3735430,STB,TRUE,,,,Day 8 (Extended culture),,1,202,127811520,329968212,1633506
GSE130289,GSM3735405,STB,TRUE,,,,Day 12 (Extended culture),,1,300,991294369,2371759200,7905864
GSE130289,GSM3735351,CTB,TRUE,,,,Day 10 (Extended culture),,1,300,780423524,1805479800,6018266
GSE130289,GSM3735393,STB,TRUE,,,,Day 12 (Extended culture),,1,300,882357636,2080269000,6934230
GSE130289,GSM3735310,CTB,TRUE,,,,Day 10 (Extended culture),,1,202,658962789,1716189980,8495990
GSE130289,GSM3735322,STB,TRUE,,,,Day 10 (Extended culture),,1,202,525322882,1326518648,6566924
GSE130289,GSM3735381,MTB,TRUE,,,,Day 12 (Extended culture),,1,300,828122715,1914869400,6382898
GSE130289,GSM3735401,STB,TRUE,,,,Day 12 (Extended culture),,1,300,764513966,1797869700,5992899
GSE130289,GSM3735435,CTB,TRUE,,,,Day 8 (Extended culture),,1,202,619943795,1585360842,7848321
GSE100118,GSM2672034,blastocyst,FALSE,,Cas9 Injected control 2;Single cell,30 on average,6-7 days post fertilisation,,1,202,1199731927,2922815770,14469385
GSE100118,GSM2672035,blastocyst,FALSE,,Cas9 Injected control 2;Single cell,30 on average,6-7 days post fertilisation,,1,202,1369495039,3316650120,16419060
GSE100118,GSM2672036,blastocyst,FALSE,,Cas9 Injected control 2;Single cell,30 on average,6-7 days post fertilisation,,1,202,661950774,1651872170,8177585
