gse,gsm,stage,is.normal,disease,treatment,maternal.age,developmental.day,cell.line,srr.count,srr.mean.avgspotlen,srr.total.bytes,srr.total.bases,srr.total.avgreadcount
GSE136447,GSM4050480,CTB,TRUE,,,,embryo invitro day 12,,1,299,1644727527,4496874610,15039714.4147157
GSE136447,GSM4050481,CTB,TRUE,,,,embryo invitro day 12,,1,299,1788198332,4891279507,16358794.3377926
GSE136447,GSM4050482,STB,TRUE,,,,embryo invitro day 12,,1,299,1747126214,4293281048,14358799.4916388
GSE136447,GSM4050483,epiblast,TRUE,,,,embryo invitro day 12,,1,299,2031994603,4765959192,15939662.8494983
GSE136447,GSM4050484,epiblast,TRUE,,,,embryo invitro day 12,,1,299,2024589165,4792810102,16029465.2240803
GSE136447,GSM4050485,CTB,TRUE,,,,embryo invitro day 12,,1,299,2032483117,4685225074,15669649.0769231
GSE136447,GSM4050486,epiblast,TRUE,,,,embryo invitro day 12,,1,299,1976183532,4792435339,16028211.8361204
GSE136447,GSM4050487,epiblast,TRUE,,,,embryo invitro day 12,,1,299,2223007181,5100454427,17058376.0100334
GSE136447,GSM4050488,CTB,TRUE,,,,embryo invitro day 12,,1,299,1757624188,4017397056,13436110.5551839
GSE136447,GSM4050489,STB,TRUE,,,,embryo invitro day 12,,1,299,1797216159,4040810057,13514414.9063545
GSE136447,GSM4050490,epiblast,TRUE,,,,embryo invitro day 12,,1,299,2126050759,5043867528,16869122.1672241
GSE136447,GSM4050491,STB,TRUE,,,,embryo invitro day 12,,1,298,1676284124,4162353208,13967628.2147651
GSE136447,GSM4050492,CTB,TRUE,,,,embryo invitro day 12,,1,299,1840949898,5016183354,16776532.9565217
GSE136447,GSM4050493,epiblast,TRUE,,,,embryo invitro day 12,,1,299,1769010851,3994172480,13358436.3879599
GSE136447,GSM4050494,epiblast,TRUE,,,,embryo invitro day 12,,1,299,1927934657,4985625248,16674331.9331104
GSE136447,GSM4050495,CTB,TRUE,,,,embryo invitro day 12,,1,299,1864090421,4837795915,16179919.4481605
GSE136447,GSM4050496,CTB,TRUE,,,,embryo invitro day 12,,1,299,1574701944,4296360006,14369097.0100334
GSE136447,GSM4050497,CTB,TRUE,,,,embryo invitro day 12,,1,299,1731859304,4737632223,15844923.8227425
GSE136447,GSM4050498,STB,TRUE,,,,embryo invitro day 12,,1,299,1958144330,4882751508,16330272.6020067
GSE136447,GSM4050499,CTB,TRUE,,,,embryo invitro day 12,,1,299,1813238278,4919953429,16454693.7424749
GSE136447,GSM4050500,CTB,TRUE,,,,embryo invitro day 12,,1,299,2025265496,5048285861,16883899.2006689
GSE136447,GSM4050501,STB,TRUE,,,,embryo invitro day 12,,1,299,1643765192,3850137829,12876715.1471572
GSE136447,GSM4050502,STB,TRUE,,,,embryo invitro day 12,,1,299,1929597841,4465903175,14936131.0200669
GSE136447,GSM4050503,STB,TRUE,,,,embryo invitro day 12,,1,299,1900592295,4772748776,15962370.4882943
GSE136447,GSM4050504,STB,TRUE,,,,embryo invitro day 12,,1,299,1780886617,4810412148,16088334.9431438
GSE136447,GSM4050505,STB,TRUE,,,,embryo invitro day 12,,1,299,1750061047,4757122903,15910110.0434783
GSE136447,GSM4050506,CTB,TRUE,,,,embryo invitro day 12,,1,299,1972362737,4873232105,16298435.1337793
GSE136447,GSM4050507,CTB,TRUE,,,,embryo invitro day 12,,1,299,1871910515,5075006888,16973267.1839465
GSE136447,GSM4050508,CTB,TRUE,,,,embryo invitro day 12,,1,299,1818226320,4991459595,16693844.7993311
GSE136447,GSM4050509,STB,TRUE,,,,embryo invitro day 12,,1,299,1761382223,4734219446,15833509.8528428
GSE136447,GSM4050510,epiblast,TRUE,,,,embryo invitro day 12,,1,299,3245582813,7843760290,26233312.006689
GSE136447,GSM4050511,epiblast,TRUE,,,,embryo invitro day 12,,1,299,1863007485,4962965593,16598547.1337793
GSE136447,GSM4050512,epiblast,TRUE,,,,embryo invitro day 12,,1,299,1741139745,4178252564,13974088.8428094
GSE136447,GSM4050513,CTB,TRUE,,,,embryo invitro day 12,,1,299,1989252605,4981435065,16660317.9431438
GSE136447,GSM4050514,epiblast,TRUE,,,,embryo invitro day 12,,1,299,2078002033,4786057177,16006880.1906355
GSE136447,GSM4050515,epiblast,TRUE,,,,embryo invitro day 12,,1,299,1939062140,4826618200,16142535.7859532
GSE136447,GSM4050516,CTB,TRUE,,,,embryo invitro day 12,,1,299,1975021206,4933964594,16501553.826087
GSE136447,GSM4050517,hypoblast,TRUE,,,,embryo invitro day 12,,1,299,2045809621,4670486055,15620354.6989967
GSE136447,GSM4050518,STB,TRUE,,,,embryo invitro day 12,,1,299,1810364699,4315575663,14433363.4214047
GSE136447,GSM4050519,EVT,TRUE,,,,embryo invitro day 12,,1,299,2208579469,5081819564,16996052.0535117
GSE136447,GSM4050520,CTB,TRUE,,,,embryo invitro day 12,,1,299,2172926829,5059647937,16921899.4548495
GSE136447,GSM4050521,STB,TRUE,,,,embryo invitro day 12,,1,299,2188159908,5064588373,16938422.6521739
GSE136447,GSM4050522,CTB,TRUE,,,,embryo invitro day 12,,1,299,1821764017,4329030990,14478364.5150502
GSE136447,GSM4050523,epiblast,TRUE,,,,embryo invitro day 12,,1,299,1997683638,4575746127,15303498.7525084
GSE136447,GSM4050524,hypoblast,TRUE,,,,embryo invitro day 12,,1,299,1828858197,4224934820,14130216.7892977
GSE136447,GSM4050525,CTB,TRUE,,,,embryo invitro day 12,,1,299,1717878005,3933637921,13155979.6688963
GSE136447,GSM4050526,epiblast,TRUE,,,,embryo invitro day 12,,1,299,1904859065,4486197451,15004004.8528428
GSE136447,GSM4050527,hypoblast,TRUE,,,,embryo invitro day 12,,1,299,1830371671,4228853727,14143323.5016722
GSE136447,GSM4050528,hypoblast,TRUE,,,,embryo invitro day 12,,1,299,2098073699,4800872161,16056428.632107
GSE136447,GSM4050529,hypoblast,TRUE,,,,embryo invitro day 12,,1,299,1937309095,4534527838,15165644.9431438
GSE136447,GSM4050530,hypoblast,TRUE,,,,embryo invitro day 12,,1,299,1626443671,4081926278,13651927.3511706
GSE136447,GSM4050531,hypoblast,TRUE,,,,embryo invitro day 12,,1,299,1920503117,4426665926,14804902.7625418
GSE136447,GSM4050532,hypoblast,TRUE,,,,embryo invitro day 12,,1,299,1667104113,3880658599,12978791.3010033
GSE136447,GSM4050533,epiblast,TRUE,,,,embryo invitro day 12,,1,299,1723138829,3970716209,13279987.3210702
GSE136447,GSM4050534,epiblast,TRUE,,,,embryo invitro day 12,,1,299,1751232939,3997994548,13371219.2240803
GSE136447,GSM4050535,EVT,TRUE,,,,embryo invitro day 12,,1,298,1626518448,4090722105,13727255.385906
GSE136447,GSM4050536,STB,TRUE,,,,embryo invitro day 12,,1,299,2100498863,5168208691,17284978.8996656
GSE136447,GSM4050537,EVT,TRUE,,,,embryo invitro day 12,,1,299,2053490828,4684340755,15666691.4882943
GSE136447,GSM4050538,EVT,TRUE,,,,embryo invitro day 12,,1,299,1902262209,4326456194,14469753.1571906
GSE136447,GSM4050539,STB,TRUE,,,,embryo invitro day 12,,1,299,2247010878,5689151769,19027263.4414716
GSE136447,GSM4050540,epiblast,TRUE,,,,embryo invitro day 12,,1,299,1839398155,4114034947,13759314.2040134
GSE136447,GSM4050541,EVT,TRUE,,,,embryo invitro day 12,,1,299,1942115939,4916485127,16443094.0702341
GSE136447,GSM4050542,STB,TRUE,,,,embryo invitro day 13.5,,1,299,1903283729,4856529450,16242573.4113712
GSE136447,GSM4050543,EVT,TRUE,,,,embryo invitro day 13.5,,1,299,1992747520,5096742200,17045960.5351171
GSE136447,GSM4050544,STB,TRUE,,,,embryo invitro day 13.5,,1,298,1747444606,4361465727,14635791.0302013
GSE136447,GSM4050545,EVT,TRUE,,,,embryo invitro day 13.5,,1,299,1983690744,5067766389,16949051.4682274
GSE136447,GSM4050546,EVT,TRUE,,,,embryo invitro day 13.5,,1,298,1987698886,4633533553,15548770.3120805
GSE136447,GSM4050548,EVT,TRUE,,,,embryo invitro day 13.5,,1,299,3133691785,8263926607,27638550.5250836
GSE136447,GSM4050549,epiblast,TRUE,,,,embryo invitro day 13.5,,1,299,2565575452,6843297461,22887282.4782609
GSE136447,GSM4050550,epiblast,TRUE,,,,embryo invitro day 13.5,,1,299,2023459747,5372466668,17968115.9464883
GSE136447,GSM4050551,epiblast,TRUE,,,,embryo invitro day 13.5,,1,299,2196198538,5786668130,19353405.1170569
GSE136447,GSM4050552,CTB,TRUE,,,,embryo invitro day 13.5,,1,299,2411430172,6405747391,21423904.3177258
GSE136447,GSM4050553,STB,TRUE,,,,embryo invitro day 13.5,,1,299,2299021736,5469284202,18291920.4080268
GSE136447,GSM4050554,EVT,TRUE,,,,embryo invitro day 13.5,,1,299,2072668397,5245948785,17544979.2140468
GSE136447,GSM4050555,EVT,TRUE,,,,embryo invitro day 13.5,,1,299,2573261475,6503596065,21751157.4080268
GSE136447,GSM4050556,STB,TRUE,,,,embryo invitro day 13.5,,1,100,1080737040,1537272000,15372720
GSE136447,GSM4050557,epiblast.primitive.streak.anlage,TRUE,,,,embryo invitro day 14,,1,100,875159383,1242480000,12424800
GSE136447,GSM4050558,STB,TRUE,,,,embryo invitro day 14,,1,100,1134428212,1610979600,16109796
GSE136447,GSM4050559,epiblast.primitive.streak.anlage,TRUE,,,,embryo invitro day 14,,1,100,1057936083,1520241000,15202410
GSE136447,GSM4050560,epiblast.primitive.streak.anlage,TRUE,,,,embryo invitro day 14,,1,100,1814559417,2622926500,26229265
GSE136447,GSM4050561,epiblast.primitive.streak.anlage,TRUE,,,,embryo invitro day 14,,1,100,1073434175,1537192800,15371928
GSE136447,GSM4050562,epiblast.primitive.streak.anlage,TRUE,,,,embryo invitro day 14,,1,100,1120809749,1609945200,16099452
GSE136447,GSM4050563,EVT,TRUE,,,,embryo invitro day 14,,1,299,1646308956,4356044112,14568709.4046823
GSE136447,GSM4050564,STB,TRUE,,,,embryo invitro day 14,,1,299,2105349249,4889518096,16352903.3311037
GSE136447,GSM4050565,EVT,TRUE,,,,embryo invitro day 14,,1,299,1885475745,4905680519,16406958.2575251
GSE136447,GSM4050566,epiblast.primitive.streak.anlage,TRUE,,,,embryo invitro day 14,,1,100,798912077,1125463000,11254630
GSE136447,GSM4050567,STB,TRUE,,,,embryo invitro day 14,,1,299,2094842828,4923670918,16467126.8160535
GSE136447,GSM4050568,hypoblast,TRUE,,,,embryo invitro day 14,,1,299,1808961018,4762664603,15928644.1571906
GSE136447,GSM4050569,STB,TRUE,,,,embryo invitro day 14,,1,299,2095487578,4895392238,16372549.2909699
GSE136447,GSM4050570,STB,TRUE,,,,embryo invitro day 14,,1,299,1916349741,5067287457,16947449.6889632
GSE136447,GSM4050571,STB,TRUE,,,,embryo invitro day 14,,1,299,1964125768,4733981970,15832715.6187291
GSE136447,GSM4050572,STB,TRUE,,,,embryo invitro day 14,,1,299,1855771175,5031344780,16827240.0668896
GSE136447,GSM4050573,STB,TRUE,,,,embryo invitro day 14,,1,299,1812370322,4959258805,16586149.8494983
GSE136447,GSM4050574,epiblast,TRUE,,,,embryo invitro day 14,,1,299,1803572432,4393368192,14693539.1036789
GSE136447,GSM4050575,epiblast,TRUE,,,,embryo invitro day 14,,1,299,1724164814,4088241960,13673050.0334448
GSE136447,GSM4050576,epiblast.primitive.streak.anlage,TRUE,,,,embryo invitro day 14,,1,100,507981827,717576800,7175768
GSE136447,GSM4050577,epiblast.primitive.streak.anlage,TRUE,,,,embryo invitro day 14,,1,100,708532399,997882900,9978829
GSE136447,GSM4050578,epiblast.primitive.streak.anlage,TRUE,,,,embryo invitro day 14,,1,100,739600897,1045733800,10457338
GSE136447,GSM4050579,epiblast.primitive.streak.anlage,TRUE,,,,embryo invitro day 14,,1,100,760820823,1084758600,10847586
GSE136447,GSM4050580,epiblast.primitive.streak.anlage,TRUE,,,,embryo invitro day 14,,1,100,1034550572,1464556100,14645561
GSE136447,GSM4050581,epiblast.primitive.streak.anlage,TRUE,,,,embryo invitro day 14,,1,100,1092012489,1575209400,15752094
GSE136447,GSM4050582,epiblast.primitive.streak.anlage,TRUE,,,,embryo invitro day 14,,1,100,852781484,1216355300,12163553
GSE136447,GSM4050583,epiblast.primitive.streak.anlage,TRUE,,,,embryo invitro day 14,,1,100,1315281918,1886892300,18868923
GSE136447,GSM4050584,epiblast.primitive.streak.anlage,TRUE,,,,embryo invitro day 14,,1,100,779050001,1089150000,10891500
GSE136447,GSM4050585,epiblast.primitive.streak.anlage,TRUE,,,,embryo invitro day 14,,1,100,900759625,1231920500,12319205
GSE136447,GSM4050586,epiblast.primitive.streak.anlage,TRUE,,,,embryo invitro day 14,,1,100,1362425712,1954222600,19542226
GSE136447,GSM4050587,epiblast.primitive.streak.anlage,TRUE,,,,embryo invitro day 14,,1,100,973983921,1373795100,13737951
GSE136447,GSM4050588,epiblast.primitive.streak.anlage,TRUE,,,,embryo invitro day 14,,1,100,890900570,1254245800,12542458
GSE136447,GSM4050589,epiblast.primitive.streak.anlage,TRUE,,,,embryo invitro day 14,,1,100,886481949,1264002600,12640026
GSE136447,GSM4050590,epiblast.primitive.streak.anlage,TRUE,,,,embryo invitro day 14,,1,100,891780333,1276367200,12763672
GSE136447,GSM4050591,epiblast.primitive.streak.anlage,TRUE,,,,embryo invitro day 14,,1,100,1820843601,2618575800,26185758
GSE136447,GSM4050592,epiblast.primitive.streak.anlage,TRUE,,,,embryo invitro day 14,,1,100,1198099794,1711554000,17115540
GSE136447,GSM4050593,epiblast.primitive.streak.anlage,TRUE,,,,embryo invitro day 14,,1,100,1142268981,1660590600,16605906
GSE136447,GSM4050594,epiblast.primitive.streak.anlage,TRUE,,,,embryo invitro day 14,,1,100,1080770464,1552009600,15520096
GSE136447,GSM4050595,epiblast,TRUE,,,,embryo invitro day 14,,1,100,1195834486,1691571300,16915713
GSE136447,GSM4050596,epiblast.primitive.streak.anlage,TRUE,,,,embryo invitro day 14,,1,100,614438073,850388800,8503888
GSE136447,GSM4050597,epiblast.primitive.streak.anlage,TRUE,,,,embryo invitro day 14,,1,100,795284663,1096503200,10965032
GSE136447,GSM4050598,epiblast.primitive.streak.anlage,TRUE,,,,embryo invitro day 14,,1,100,565561408,791004000,7910040
GSE136447,GSM4050599,epiblast.primitive.streak.anlage,TRUE,,,,embryo invitro day 14,,1,100,626921274,869893100,8698931
GSE136447,GSM4050600,epiblast.primitive.streak.anlage,TRUE,,,,embryo invitro day 14,,1,100,1322375835,1895621700,18956217
GSE136447,GSM4050601,epiblast.primitive.streak.anlage,TRUE,,,,embryo invitro day 14,,1,100,1609408587,2313686800,23136868
GSE136447,GSM4050602,epiblast.primitive.streak.anlage,TRUE,,,,embryo invitro day 14,,1,100,1023565119,1482668900,14826689
GSE136447,GSM4050603,epiblast.primitive.streak.anlage,TRUE,,,,embryo invitro day 14,,1,100,802479855,1155374200,11553742
GSE136447,GSM4050604,epiblast.primitive.streak.anlage,TRUE,,,,embryo invitro day 14,,1,100,1163270500,1691049800,16910498
GSE136447,GSM4050605,epiblast.primitive.streak.anlage,TRUE,,,,embryo invitro day 14,,1,100,993338214,1414082300,14140823
GSE136447,GSM4050606,epiblast.primitive.streak.anlage,TRUE,,,,embryo invitro day 14,,1,100,1317484749,1892458000,18924580
GSE136447,GSM4050607,epiblast.primitive.streak.anlage,TRUE,,,,embryo invitro day 14,,1,100,1564350802,2297216300,22972163
GSE136447,GSM4050608,epiblast.primitive.streak.anlage,TRUE,,,,embryo invitro day 14,,1,100,877667456,1288744100,12887441
GSE136447,GSM4050609,epiblast,TRUE,,,,embryo invitro day 14,,1,299,1938474414,5073769143,16969127.5685619
GSE136447,GSM4050610,STB,TRUE,,,,embryo invitro day 14,,1,299,2136244557,4973467605,16633670.9197324
GSE136447,GSM4050611,STB,TRUE,,,,embryo invitro day 14,,1,299,1893019285,4805726721,16072664.6187291
GSE136447,GSM4050612,epiblast,TRUE,,,,embryo invitro day 14,,1,299,1534408594,4047582970,13537066.7892977
GSE136447,GSM4050613,epiblast.primitive.streak.anlage,TRUE,,,,embryo invitro day 14,,1,100,1002696114,1433911000,14339110
GSE136447,GSM4050614,epiblast,TRUE,,,,embryo invitro day 14,,1,299,1790555543,4673166880,15629320.6688963
GSE136447,GSM4050615,epiblast,TRUE,,,,embryo invitro day 14,,1,299,1586650135,4221012439,14117098.458194
GSE136447,GSM4050616,epiblast,TRUE,,,,embryo invitro day 14,,1,299,1591046787,4177859964,13972775.7993311
GSE136447,GSM4050617,STB,TRUE,,,,embryo invitro day 14,,1,299,1935025933,4757951333,15912880.7123746
GSE136447,GSM4050618,epiblast,TRUE,,,,embryo invitro day 14,,1,299,1816743008,4763449486,15931269.1839465
GSE136447,GSM4050619,epiblast,TRUE,,,,embryo invitro day 14,,1,299,1834282955,4840958363,16190496.1973244
GSE136447,GSM4050620,epiblast,TRUE,,,,embryo invitro day 14,,1,299,1637044032,4308575399,14409951.1672241
GSE136447,GSM4050621,epiblast,TRUE,,,,embryo invitro day 14,,1,299,1808495178,4770245871,15953999.5685619
GSE136447,GSM4050622,epiblast,TRUE,,,,embryo invitro day 14,,1,299,1851180491,4917194228,16445465.645485
GSE136447,GSM4050623,STB,TRUE,,,,embryo invitro day 14,,1,299,1898715112,4370238614,14616182.6555184
GSE136447,GSM4050624,epiblast,TRUE,,,,embryo invitro day 14,,1,299,2040703311,4863865838,16267109.826087
GSE136447,GSM4050625,epiblast,TRUE,,,,embryo invitro day 14,,1,299,1843248413,4367763046,14607903.1638796
GSE136447,GSM4050626,epiblast,TRUE,,,,embryo invitro day 14,,1,299,1772774039,4235711100,14166257.8595318
GSE136447,GSM4050627,epiblast,TRUE,,,,embryo invitro day 14,,1,299,1724205276,4008063717,13404895.3745819
GSE136447,GSM4050628,epiblast.primitive.streak.anlage,TRUE,,,,embryo invitro day 14,,1,100,983644369,1408894500,14088945
GSE136447,GSM4050629,epiblast,TRUE,,,,embryo invitro day 14,,1,299,1696807185,4119629418,13778024.8093645
GSE136447,GSM4050630,epiblast,TRUE,,,,embryo invitro day 14,,1,299,2101377887,4723409166,15797355.0702341
GSE136447,GSM4050631,epiblast,TRUE,,,,embryo invitro day 14,,1,299,2154058705,4771803689,15959209.6622074
GSE136447,GSM4050632,STB,TRUE,,,,embryo invitro day 14,,1,299,2167321077,4742390552,15860837.9665552
GSE136447,GSM4050633,epiblast,TRUE,,,,embryo invitro day 14,,1,299,1886331032,5018630822,16784718.4682274
GSE136447,GSM4050634,epiblast.primitive.streak.anlage,TRUE,,,,embryo invitro day 14,,1,100,920082863,1314985800,13149858
GSE136447,GSM4050635,epiblast.primitive.streak.anlage,TRUE,,,,embryo invitro day 14,,1,100,776557758,1110590900,11105909
GSE136447,GSM4050636,epiblast.primitive.streak.anlage,TRUE,,,,embryo invitro day 14,,1,100,769906340,1113892300,11138923
GSE136447,GSM4050637,epiblast.primitive.streak.anlage,TRUE,,,,embryo invitro day 14,,1,100,1415744359,2005832000,20058320
GSE136447,GSM4050638,EVT,TRUE,,,,embryo invitro day 14,,1,299,2009754710,5026158540,16809894.7826087
GSE136447,GSM4050639,EVT,TRUE,,,,embryo invitro day 14,,1,299,2032666878,5025373956,16807270.7558528
GSE136447,GSM4050640,STB,TRUE,,,,embryo invitro day 14,,1,299,1614798299,4004588847,13393273.735786
GSE136447,GSM4050641,EVT,TRUE,,,,embryo invitro day 14,,1,299,2075376928,4831863144,16160077.4046823
GSE136447,GSM4050642,EVT,TRUE,,,,embryo invitro day 14,,1,299,2077895726,4886144849,16341621.5685619
GSE136447,GSM4050643,STB,TRUE,,,,embryo invitro day 14,,1,299,2178801392,5032403555,16830781.1204013
GSE136447,GSM4050644,STB,TRUE,,,,embryo invitro day 14,,1,299,1648403508,4150565834,13881491.083612
GSE136447,GSM4050645,EVT,TRUE,,,,embryo invitro day 14,,1,299,2018709498,4993747554,16701496.8361204
GSE136447,GSM4050646,EVT,TRUE,,,,embryo invitro day 14,,1,299,1715522335,4052804385,13554529.7157191
GSE136447,GSM4050647,CTB,TRUE,,,,embryo invitro day 14,,1,299,1679882620,4247896606,14207012.0602007
GSE136447,GSM4050648,EVT,TRUE,,,,embryo invitro day 14,,1,299,1655114844,4193605931,14025437.8963211
GSE136447,GSM4050649,STB,TRUE,,,,embryo invitro day 14,,1,299,1639578917,4166901987,13936127.0468227
GSE136447,GSM4050650,EVT,TRUE,,,,embryo invitro day 14,,1,299,2109799539,4822196145,16127746.3043478
GSE136447,GSM4050651,EVT,TRUE,,,,embryo invitro day 14,,1,299,1734560051,3988776339,13340389.0936455
GSE136447,GSM4050652,EVT,TRUE,,,,embryo invitro day 14,,1,299,1953765410,4508340987,15078063.5016722
GSE136447,GSM4050654,EVT,TRUE,,,,embryo invitro day 14,,1,299,1778223501,4439420108,14847558.8896321
GSE136447,GSM4050655,STB,TRUE,,,,embryo invitro day 14,,1,299,1882036000,5038834843,16852290.4448161
GSE136447,GSM4050656,EVT,TRUE,,,,embryo invitro day 14,,1,299,1688308008,3913836943,13089755.6622074
GSE136447,GSM4050657,EVT,TRUE,,,,embryo invitro day 14,,1,299,2117464206,4835749001,16173073.5819398
GSE136447,GSM4050658,EVT,TRUE,,,,embryo invitro day 14,,1,299,1876489123,4988083719,16682554.2441472
GSE136447,GSM4050659,EVT,TRUE,,,,embryo invitro day 14,,1,299,1494180794,4020168140,13445378.3946488
GSE136447,GSM4050660,STB,TRUE,,,,embryo invitro day 14,,1,299,1726831314,4584322850,15332183.4448161
GSE136447,GSM4050661,EVT,TRUE,,,,embryo invitro day 14,,1,299,1621498689,3960718324,13246549.5785953
GSE136447,GSM4050662,EVT,TRUE,,,,embryo invitro day 14,,1,299,1590929745,4276729782,14303444.0869565
GSE136447,GSM4050663,EVT,TRUE,,,,embryo invitro day 14,,1,299,1805034316,4408591287,14744452.4648829
GSE136447,GSM4050664,STB,TRUE,,,,embryo invitro day 14,,1,299,1773761220,4837473209,16178840.1638796
GSE136447,GSM4050665,EVT,TRUE,,,,embryo invitro day 14,,1,299,2035630133,4997945815,16715537.8428094
GSE136447,GSM4050666,epiblast,TRUE,,,,embryo invitro day 14,,1,299,1639744017,4339355852,14512895.826087
GSE136447,GSM4050667,EVT,TRUE,,,,embryo invitro day 14,,1,299,1667665836,4122844876,13788778.8494983
GSE136447,GSM4050668,CTB,TRUE,,,,embryo invitro day 14,,1,299,1914788257,4678034214,15645599.3779264
GSE136447,GSM4050669,EVT,TRUE,,,,embryo invitro day 14,,1,299,1476882781,3954582998,13226030.0936455
GSE136447,GSM4050670,CTB,TRUE,,,,embryo invitro day 14,,1,299,1729057399,4581220364,15321807.2374582
GSE136447,GSM4050671,EVT,TRUE,,,,embryo invitro day 14,,1,299,1602864563,4286112891,14334825.722408
GSE136447,GSM4050672,epiblast,TRUE,,,,embryo invitro day 14,,1,299,1795097947,4774964575,15969781.187291
GSE136447,GSM4050673,EVT,TRUE,,,,embryo invitro day 14,,1,299,1815128411,4457188283,14906984.2240803
GSE136447,GSM4050674,CTB,TRUE,,,,embryo invitro day 14,,1,299,1822328796,4500474527,15051754.270903
