gse,gsm,srr,srr.avgspotlen,srr.bytes,srr.bases,srr.avgreadcount,stage,is.normal,disease,treatment,maternal.age,developmental.day,cell.line
GSE133854,GSM3928346,SRR9645963,180,6309574797,8462547180,47014151,oocyte.MII,TRUE,,,24~35 with mean 28,,
GSE133854,GSM3928347,SRR9645964,180,4356196605,6176662200,34314790,oocyte.MII,TRUE,,,24~35 with mean 28,,
GSE133854,GSM3928348,SRR9645965,180,5116289520,6645022200,36916790,oocyte.MII,TRUE,,,24~35 with mean 28,,
GSE133854,GSM3928349,SRR9645966,180,6624497985,8430322680,46835126,oocyte.MII,TRUE,,,24~35 with mean 28,,
GSE133854,GSM3928350,SRR9645967,180,3593634612,4765880700,26477115,oocyte.MII,TRUE,,,24~35 with mean 28,,
GSE133854,GSM3928351,SRR9645968,180,5516431978,7429157280,41273096,oocyte.MII,TRUE,,,24~35 with mean 28,,
GSE133854,GSM3928352,SRR9645969,180,4833727240,6278841000,34882450,oocyte.MII,TRUE,,,24~35 with mean 28,,
GSE133854,GSM3928353,SRR9645970,180,3597662711,4592095740,25511643,oocyte.MII,TRUE,,,24~35 with mean 28,,
GSE133854,GSM3928354,SRR9645971,180,4615939612,6216059520,34533664,oocyte.MII,TRUE,,,24~35 with mean 28,,
GSE133854,GSM3928355,SRR9645972,180,6313626509,8456727780,46981821,zygote,TRUE,,,24~35 with mean 28,,
GSE133854,GSM3928356,SRR9645973,180,6010985288,8516610540,47314503,zygote,TRUE,,,24~35 with mean 28,,
GSE133854,GSM3928357,SRR9645974,180,5960227003,7801324560,43340692,zygote,TRUE,,,24~35 with mean 28,,
GSE133854,GSM3928358,SRR9645975,180,6577821745,8561892060,47566067,zygote,TRUE,,,24~35 with mean 28,,
GSE133854,GSM3928359,SRR9645976,180,6539437150,8535097980,47417211,zygote,TRUE,,,24~35 with mean 28,,
GSE133854,GSM3928360,SRR9645977,300,2296064467,6013485600,20044952,zygote,TRUE,,,24~35 with mean 28,,
GSE133854,GSM3928361,SRR9645978,300,2305093444,5948552400,19828508,zygote,TRUE,,,24~35 with mean 28,,
GSE133854,GSM3928362,SRR9645979,300,9305602362,23050287000,76834290,2-cell,TRUE,,,24~35 with mean 28,,
GSE133854,GSM3928363,SRR9645980,300,11401768536,27540408600,91801362,2-cell,TRUE,,,24~35 with mean 28,,
GSE133854,GSM3928364,SRR9645981,300,9489692183,23616912300,78723041,2-cell,TRUE,,,24~35 with mean 28,,
GSE133854,GSM3928365,SRR9645982,300,6683348880,16519453800,55064846,2-cell,TRUE,,,24~35 with mean 28,,
GSE133854,GSM3928366,SRR9645983,300,2391167718,6057337500,20191125,2-cell,TRUE,,,24~35 with mean 28,,
GSE133854,GSM3928367,SRR9645984,300,2419698532,6111203100,20370677,2-cell,TRUE,,,24~35 with mean 28,,
GSE133854,GSM3928368,SRR9645985,300,2365112696,6030263400,20100878,2-cell,TRUE,,,24~35 with mean 28,,
GSE133854,GSM3928369,SRR9645986,300,2355177360,6118972800,20396576,2-cell,TRUE,,,24~35 with mean 28,,
GSE133854,GSM3928370,SRR9645987,300,2341360722,6022656300,20075521,2-cell,TRUE,,,24~35 with mean 28,,
GSE133854,GSM3928371,SRR9645988,300,2335660380,6106869600,20356232,2-cell,TRUE,,,24~35 with mean 28,,
GSE133854,GSM3928372,SRR9645989,180,5873620601,7684313760,42690632,4-cell,TRUE,,,24~35 with mean 28,,
GSE133854,GSM3928373,SRR9645990,180,4255151429,6095753100,33865295,4-cell,TRUE,,,24~35 with mean 28,,
GSE133854,GSM3928374,SRR9645991,180,5640210617,7709368140,42829823,4-cell,TRUE,,,24~35 with mean 28,,
GSE133854,GSM3928375,SRR9645992,180,6599411405,8430885720,46838254,4-cell,TRUE,,,24~35 with mean 28,,
GSE133854,GSM3928376,SRR9645993,180,6600879984,8462484360,47013802,4-cell,TRUE,,,24~35 with mean 28,,
GSE133854,GSM3928377,SRR9645994,180,4954870473,6203170980,34462061,4-cell,TRUE,,,24~35 with mean 28,,
GSE133854,GSM3928378,SRR9645995,180,6534029090,8225323560,45696242,4-cell,TRUE,,,24~35 with mean 28,,
GSE133854,GSM3928379,SRR9645996,180,5677106411,7332062220,40733679,4-cell,TRUE,,,24~35 with mean 28,,
GSE133854,GSM3928380,SRR9645997,180,4103639726,5414947020,30083039,4-cell,TRUE,,,24~35 with mean 28,,
GSE133854,GSM3928381,SRR9645998,300,2382585907,6103244100,20344147,4-cell,TRUE,,,24~35 with mean 28,,
GSE133854,GSM3928382,SRR9645999,300,2431913106,6191894100,20639647,4-cell,TRUE,,,24~35 with mean 28,,
GSE133854,GSM3928383,SRR9646000,300,2380269386,6035882400,20119608,4-cell,TRUE,,,24~35 with mean 28,,
GSE133854,GSM3928384,SRR9646001,300,2387122709,5995988700,19986629,4-cell,TRUE,,,24~35 with mean 28,,
GSE133854,GSM3928385,SRR9646002,300,2456454319,6035891700,20119639,4-cell,TRUE,,,24~35 with mean 28,,
GSE133854,GSM3928386,SRR9646003,300,2379566815,6027355800,20091186,4-cell,TRUE,,,24~35 with mean 28,,
GSE133854,GSM3928387,SRR9646004,300,2098044231,5485710000,18285700,4-cell,TRUE,,,24~35 with mean 28,,
GSE133854,GSM3928388,SRR9646005,300,2321251707,6153560400,20511868,4-cell,TRUE,,,24~35 with mean 28,,
GSE133854,GSM3928389,SRR9646006,300,2309622369,6037020600,20123402,4-cell,TRUE,,,24~35 with mean 28,,
GSE133854,GSM3928390,SRR9646007,300,1534162742,4042087500,13473625,4-cell,TRUE,,,24~35 with mean 28,,
GSE133854,GSM3928391,SRR9646008,300,2256216671,5945274000,19817580,4-cell,TRUE,,,24~35 with mean 28,,
GSE133854,GSM3928392,SRR9646009,300,2291656771,5996139900,19987133,4-cell,TRUE,,,24~35 with mean 28,,
GSE133854,GSM3928393,SRR9646010,180,6037509297,7951286700,44173815,8-cell,TRUE,,,24~35 with mean 28,,
GSE133854,GSM3928394,SRR9646011,180,6435300551,8410412160,46724512,8-cell,TRUE,,,24~35 with mean 28,,
GSE133854,GSM3928395,SRR9646012,180,6335306248,8598677580,47770431,8-cell,TRUE,,,24~35 with mean 28,,
GSE133854,GSM3928396,SRR9646013,180,4972357099,6440379840,35779888,8-cell,TRUE,,,24~35 with mean 28,,
GSE133854,GSM3928397,SRR9646014,180,4865538013,6545561940,36364233,8-cell,TRUE,,,24~35 with mean 28,,
GSE133854,GSM3928398,SRR9646015,180,5618409410,7565471280,42030396,8-cell,TRUE,,,24~35 with mean 28,,
GSE133854,GSM3928399,SRR9646016,180,6048403505,8284265100,46023695,8-cell,TRUE,,,24~35 with mean 28,,
GSE133854,GSM3928400,SRR9646017,180,6744554917,8560370340,47557613,8-cell,TRUE,,,24~35 with mean 28,,
GSE133854,GSM3928401,SRR9646018,180,6355185405,8071379280,44840996,8-cell,TRUE,,,24~35 with mean 28,,
GSE133854,GSM3928402,SRR9646019,180,6270424800,8273445300,45963585,8-cell,TRUE,,,24~35 with mean 28,,
GSE133854,GSM3928403,SRR9646020,180,6608185563,8431132140,46839623,8-cell,TRUE,,,24~35 with mean 28,,
GSE133854,GSM3928404,SRR9646021,180,5575125912,7004725920,38915144,8-cell,TRUE,,,24~35 with mean 28,,
GSE133854,GSM3928405,SRR9646022,180,4614001624,5887891440,32710508,8-cell,TRUE,,,24~35 with mean 28,,
GSE133854,GSM3928406,SRR9646023,180,6549001937,8487734580,47154081,8-cell,TRUE,,,24~35 with mean 28,,
GSE133854,GSM3928407,SRR9646024,180,4379946802,5744232360,31912402,8-cell,TRUE,,,24~35 with mean 28,,
GSE133854,GSM3928408,SRR9646025,180,5090749274,6993714240,38853968,8-cell,TRUE,,,24~35 with mean 28,,
GSE133854,GSM3928409,SRR9646026,180,5361587800,7385124420,41028469,8-cell,TRUE,,,24~35 with mean 28,,
GSE133854,GSM3928410,SRR9646027,180,4261631424,5818342320,32324124,8-cell,TRUE,,,24~35 with mean 28,,
GSE133854,GSM3928411,SRR9646028,180,4531229629,6022867680,33460376,8-cell,TRUE,,,24~35 with mean 28,,
GSE133854,GSM3928412,SRR9646029,300,2381058329,6077816700,20259389,8-cell,TRUE,,,24~35 with mean 28,,
GSE133854,GSM3928413,SRR9646030,300,2317823525,5926571700,19755239,8-cell,TRUE,,,24~35 with mean 28,,
GSE133854,GSM3928414,SRR9646031,300,2373958232,6174829200,20582764,8-cell,TRUE,,,24~35 with mean 28,,
GSE133854,GSM3928415,SRR9646032,300,2380864895,6200997600,20669992,8-cell,TRUE,,,24~35 with mean 28,,
GSE133854,GSM3928416,SRR9646033,300,2149106707,5563973700,18546579,8-cell,TRUE,,,24~35 with mean 28,,
GSE133854,GSM3928417,SRR9646034,300,2284794630,5961079200,19870264,8-cell,TRUE,,,24~35 with mean 28,,
GSE133854,GSM3928418,SRR9646035,300,2299832400,6013404000,20044680,8-cell,TRUE,,,24~35 with mean 28,,
GSE133854,GSM3928419,SRR9646036,300,2411379496,6143440200,20478134,8-cell,TRUE,,,24~35 with mean 28,,
GSE133854,GSM3928420,SRR9646037,300,2417840361,6085930500,20286435,8-cell,TRUE,,,24~35 with mean 28,,
GSE133854,GSM3928421,SRR9646038,300,2417129038,6085722300,20285741,8-cell,TRUE,,,24~35 with mean 28,,
GSE133854,GSM3928422,SRR9646039,300,2397392151,6031483200,20104944,8-cell,TRUE,,,24~35 with mean 28,,
GSE133854,GSM3928423,SRR9646040,300,2452108964,6135635700,20452119,8-cell,TRUE,,,24~35 with mean 28,,
GSE133854,GSM3928424,SRR9646041,300,2445106981,6126685200,20422284,8-cell,TRUE,,,24~35 with mean 28,,
GSE133854,GSM3928425,SRR9646042,300,2137500646,5362623900,17875413,8-cell,TRUE,,,24~35 with mean 28,,
GSE133854,GSM3928426,SRR9646043,300,2462769204,6174229500,20580765,8-cell,TRUE,,,24~35 with mean 28,,
GSE133854,GSM3928428,SRR9646045,300,2426756837,6072035700,20240119,morula,TRUE,,,24~35 with mean 28,,
GSE133854,GSM3928429,SRR9646046,300,2395023921,6032787300,20109291,morula,TRUE,,,24~35 with mean 28,,
GSE133854,GSM3928430,SRR9646047,300,2429077329,6103414800,20344716,morula,TRUE,,,24~35 with mean 28,,
GSE133854,GSM3928431,SRR9646048,300,2472199274,6193698900,20645663,morula,TRUE,,,24~35 with mean 28,,
GSE133854,GSM3928432,SRR9646049,300,2295622775,5794867500,19316225,morula,TRUE,,,24~35 with mean 28,,
GSE133854,GSM3928433,SRR9646050,300,2437732394,6119743500,20399145,morula,TRUE,,,24~35 with mean 28,,
GSE133854,GSM3928434,SRR9646051,300,2094496959,5230648500,17435495,morula,TRUE,,,24~35 with mean 28,,
GSE133854,GSM3928435,SRR9646052,300,2499466053,6010413900,20034713,morula,TRUE,,,24~35 with mean 28,,
GSE133854,GSM3928436,SRR9646053,300,2438514831,6167126700,20557089,morula,TRUE,,,24~35 with mean 28,,
GSE133854,GSM3928437,SRR9646054,300,1765570282,4310336700,14367789,morula,TRUE,,,24~35 with mean 28,,
GSE133854,GSM3928438,SRR9646055,300,1984564009,4963011000,16543370,morula,TRUE,,,24~35 with mean 28,,
GSE133854,GSM3928439,SRR9646056,300,2423499109,5937728100,19792427,morula,TRUE,,,24~35 with mean 28,,
GSE133854,GSM3928440,SRR9646057,300,2149752818,5228690700,17428969,morula,TRUE,,,24~35 with mean 28,,
GSE133854,GSM3928441,SRR9646058,300,1331605270,3290875800,10969586,morula,TRUE,,,24~35 with mean 28,,
GSE133854,GSM3928442,SRR9646059,300,2048407411,5016353100,16721177,morula,TRUE,,,24~35 with mean 28,,
GSE133854,GSM3928443,SRR9646060,300,2186316660,5176256100,17254187,morula,TRUE,,,24~35 with mean 28,,
GSE133854,GSM3928444,SRR9646061,300,1448025880,3562137600,11873792,morula,TRUE,,,24~35 with mean 28,,
GSE133854,GSM3928446,SRR9646063,300,1681411678,4260323400,14201078,morula,TRUE,,,24~35 with mean 28,,
GSE133854,GSM3928447,SRR9646064,300,2445556766,6161330100,20537767,morula,TRUE,,,24~35 with mean 28,,
GSE133854,GSM3928448,SRR9646065,300,1981683978,5004720000,16682400,morula,TRUE,,,24~35 with mean 28,,
GSE133854,GSM3928450,SRR9646067,300,2461502083,6177827700,20592759,morula,TRUE,,,24~35 with mean 28,,
GSE133854,GSM3928451,SRR9646068,300,2453861432,6131284500,20437615,morula,TRUE,,,24~35 with mean 28,,
GSE133854,GSM3928452,SRR9646069,300,2509083770,6121743900,20405813,morula,TRUE,,,24~35 with mean 28,,
GSE133854,GSM3928453,SRR9646070,300,2511798341,6145576500,20485255,morula,TRUE,,,24~35 with mean 28,,
GSE133854,GSM3928454,SRR9646071,300,1577018269,3966371400,13221238,morula,TRUE,,,24~35 with mean 28,,
GSE133854,GSM3928455,SRR9646072,300,1902534052,4852827600,16176092,morula,TRUE,,,24~35 with mean 28,,
GSE133854,GSM3928456,SRR9646073,300,1526624853,3945636300,13152121,morula,TRUE,,,24~35 with mean 28,,
GSE133854,GSM3928457,SRR9646074,300,1901114652,4868298300,16227661,morula,TRUE,,,24~35 with mean 28,,
GSE133854,GSM3928458,SRR9646075,300,2060372973,5190700800,17302336,morula,TRUE,,,24~35 with mean 28,,
GSE133854,GSM3928459,SRR9646076,300,1782521600,4532598900,15108663,morula,TRUE,,,24~35 with mean 28,,
GSE133854,GSM3928460,SRR9646077,300,2095008404,5311553100,17705177,morula,TRUE,,,24~35 with mean 28,,
GSE133854,GSM3928461,SRR9646078,300,2182844895,5570529300,18568431,morula,TRUE,,,24~35 with mean 28,,
GSE133854,GSM3928462,SRR9646079,300,2080541638,5272219200,17574064,morula,TRUE,,,24~35 with mean 28,,
GSE133854,GSM3928463,SRR9646080,300,2455967229,6046661700,20155539,morula,TRUE,,,24~35 with mean 28,,
GSE133854,GSM3928464,SRR9646081,300,2470758402,6010301400,20034338,morula,TRUE,,,24~35 with mean 28,,
GSE133854,GSM3928465,SRR9646082,300,2467328273,6115995300,20386651,morula,TRUE,,,24~35 with mean 28,,
GSE133854,GSM3928466,SRR9646083,300,2458115961,6018017400,20060058,morula,TRUE,,,24~35 with mean 28,,
GSE133854,GSM3928467,SRR9646084,300,2620046960,6009594600,20031982,morula,TRUE,,,24~35 with mean 28,,
GSE133854,GSM3928468,SRR9646085,300,2454167256,6054294000,20180980,morula,TRUE,,,24~35 with mean 28,,
GSE133854,GSM3928469,SRR9646086,300,2032834160,4972124700,16573749,morula,TRUE,,,24~35 with mean 28,,
GSE133854,GSM3928470,SRR9646087,300,2266180294,5476904100,18256347,morula,TRUE,,,24~35 with mean 28,,
GSE133854,GSM3928471,SRR9646088,300,1916487610,4885740300,16285801,morula,TRUE,,,24~35 with mean 28,,
GSE133854,GSM3928472,SRR9646089,300,2020825594,5215786800,17385956,morula,TRUE,,,24~35 with mean 28,,
GSE133854,GSM3928473,SRR9646090,300,1939324544,4948594800,16495316,morula,TRUE,,,24~35 with mean 28,,
GSE133854,GSM3928474,SRR9646091,300,2153356729,5482773900,18275913,morula,TRUE,,,24~35 with mean 28,,
GSE133854,GSM3928475,SRR9646092,180,5607797353,7516736100,41759645,zygote,FALSE,androgenetic,,24~35 with mean 28,,
GSE133854,GSM3928476,SRR9646093,180,4614452558,6006112920,33367294,zygote,FALSE,androgenetic,,24~35 with mean 28,,
GSE133854,GSM3928477,SRR9646094,300,2101168691,5324754300,17749181,zygote,FALSE,androgenetic,,24~35 with mean 28,,
GSE133854,GSM3928478,SRR9646095,300,1919991791,5048255700,16827519,zygote,FALSE,androgenetic,,24~35 with mean 28,,
GSE133854,GSM3928479,SRR9646096,300,8220000313,20001640200,66672134,2-cell,FALSE,androgenetic,,24~35 with mean 28,,
GSE133854,GSM3928480,SRR9646097,300,7519123419,18656695500,62188985,2-cell,FALSE,androgenetic,,24~35 with mean 28,,
GSE133854,GSM3928481,SRR9646098,300,11523562579,27924715800,93082386,2-cell,FALSE,androgenetic,,24~35 with mean 28,,
GSE133854,GSM3928501,SRR9645822,180,5714551911,7423858800,41243660,8-cell,FALSE,androgenetic,,24~35 with mean 28,,
GSE133854,GSM3928630,SRR9645951,300,2425876963,6035448600,20118162,morula,FALSE,parthenogenetic,,24~35 with mean 28,,
GSE133854,GSM3928445,SRR9646062,300,2219728427,5419660200,18065534,morula,TRUE,,,24~35 with mean 28,,
GSE133854,GSM3928427,SRR9646044,300,2129182913,5188005000,17293350,morula,TRUE,,,24~35 with mean 28,,
GSE133854,GSM3928449,SRR9646066,300,2454506257,6166267200,20554224,morula,TRUE,,,24~35 with mean 28,,
GSE136447,GSM4050122,SRR10039497,299,1949790299,4801774642,16059446.9632107,ICM,TRUE,,,,embryo invitro day 6,
GSE136447,GSM4050123,SRR10039498,299,1879203667,4606437620,15406145.8862876,epiblast,TRUE,,,,embryo invitro day 6,
GSE136447,GSM4050124,SRR10039499,299,2068338404,5045272018,16873819.458194,ICM,TRUE,,,,embryo invitro day 6,
GSE136447,GSM4050125,SRR10039500,299,1775507145,4645142386,15535593.264214,ICM,TRUE,,,,embryo invitro day 6,
GSE136447,GSM4050126,SRR10039501,299,1841771798,4493736296,15029218.3812709,ICM,TRUE,,,,embryo invitro day 6,
GSE136447,GSM4050127,SRR10039502,299,1967961079,4830634147,16155967.0468227,ICM,TRUE,,,,embryo invitro day 6,
GSE136447,GSM4050128,SRR10039503,299,1811396300,4727597933,15811364.3244147,ICM,TRUE,,,,embryo invitro day 6,
GSE136447,GSM4050129,SRR10039504,299,1870192925,4866494952,16275902.8494983,ICM,TRUE,,,,embryo invitro day 6,
GSE136447,GSM4050130,SRR10039505,299,1839987165,4811743262,16092786.8294314,ICM,TRUE,,,,embryo invitro day 6,
GSE136447,GSM4050131,SRR10039506,299,1992490368,4923205847,16465571.3946488,ICM,TRUE,,,,embryo invitro day 6,
GSE136447,GSM4050133,SRR10039508,299,1849027257,4791847810,16026246.8561873,ICM,TRUE,,,,embryo invitro day 6,
GSE136447,GSM4050134,SRR10039509,299,1960752272,4807795042,16079582.0802676,ICM,TRUE,,,,embryo invitro day 6,
GSE136447,GSM4050135,SRR10039510,299,1982540406,4872210911,16295019.7692308,hypoblast,TRUE,,,,embryo invitro day 6,
GSE136447,GSM4050136,SRR10039511,299,1843763749,4828790114,16149799.7123746,epiblast,TRUE,,,,embryo invitro day 6,
GSE136447,GSM4050137,SRR10039512,299,1905053919,5028896433,16819051.6153846,ICM,TRUE,,,,embryo invitro day 6,
GSE136447,GSM4050138,SRR10039513,299,2031238889,4984491820,16670541.2040134,ICM,TRUE,,,,embryo invitro day 6,
GSE136447,GSM4050139,SRR10039514,299,1622235449,4063580347,13590569.722408,ICM,TRUE,,,,embryo invitro day 6,
GSE136447,GSM4050140,SRR10039515,299,1971805056,4848460785,16215587.909699,ICM,TRUE,,,,embryo invitro day 6,
GSE136447,GSM4050141,SRR10039516,299,2004256701,4939408154,16519759.7123746,ICM,TRUE,,,,embryo invitro day 6,
GSE136447,GSM4050142,SRR10039517,299,1996038577,4892582040,16363150.6354515,ICM,TRUE,,,,embryo invitro day 6,
GSE136447,GSM4050143,SRR10039518,299,1923458424,4728141855,15813183.4615385,ICM,TRUE,,,,embryo invitro day 6,
GSE136447,GSM4050144,SRR10039519,299,1981938793,4929634403,16487071.5819398,ICM,TRUE,,,,embryo invitro day 6,
GSE136447,GSM4050146,SRR10039521,299,1643924691,4013840200,13424214.7157191,ICM,TRUE,,,,embryo invitro day 6,
GSE136447,GSM4050147,SRR10039522,299,2005169770,4921883694,16461149.4782609,ICM,TRUE,,,,embryo invitro day 6,
GSE136447,GSM4050148,SRR10039523,299,1903327695,4650969048,15555080.4280936,epiblast,TRUE,,,,embryo invitro day 6,
GSE136447,GSM4050149,SRR10039524,299,1956036639,4791331780,16024521.0033445,ICM,TRUE,,,,embryo invitro day 6,
GSE136447,GSM4050150,SRR10039525,299,1977684111,4837344550,16178409.8662207,ICM,TRUE,,,,embryo invitro day 6,
GSE136447,GSM4050151,SRR10039526,299,2023902068,4999086660,16719353.3779264,ICM,TRUE,,,,embryo invitro day 6,
GSE136447,GSM4050152,SRR10039527,299,1964482899,4706825973,15741892.8862876,ICM,TRUE,,,,embryo invitro day 6,
GSE136447,GSM4050153,SRR10039528,299,2035544863,4889401550,16352513.5451505,epiblast,TRUE,,,,embryo invitro day 6,
GSE136447,GSM4050154,SRR10039529,299,2082673026,5034792204,16838769.9130435,epiblast,TRUE,,,,embryo invitro day 6,
GSE136447,GSM4050155,SRR10039530,299,2087525337,4985708157,16674609.2207358,ICM,TRUE,,,,embryo invitro day 6,
GSE136447,GSM4050156,SRR10039531,299,1975825142,4718129094,15779695.9665552,epiblast,TRUE,,,,embryo invitro day 6,
GSE136447,GSM4050157,SRR10039532,299,2012252110,4803293883,16064528.0367893,epiblast,TRUE,,,,embryo invitro day 6,
GSE136447,GSM4050158,SRR10039533,299,1964072836,4714190264,15766522.6220736,ICM,TRUE,,,,embryo invitro day 6,
GSE136447,GSM4050159,SRR10039534,299,1995875586,4783184993,15997274.2240803,epiblast,TRUE,,,,embryo invitro day 6,
GSE136447,GSM4050160,SRR10039535,299,2042876696,4900357727,16389156.277592,hypoblast,TRUE,,,,embryo invitro day 6,
GSE136447,GSM4050161,SRR10039536,299,1964925493,4842130593,16194416.6989967,epiblast,TRUE,,,,embryo invitro day 6,
GSE136447,GSM4050162,SRR10039537,299,2009772068,4800163630,16054058.9632107,epiblast,TRUE,,,,embryo invitro day 6,
