,dataset,name,count.5.prime.UTR,count.3.prime.UTR,count.CDS,count.intron
488,201109-GSE136447-long508-150-150,GSM4050243,2492,64848,1282,143557
489,201109-GSE136447-long508-150-150,GSM4050244,1800,59824,1480,152148
490,201109-GSE136447-long508-150-150,GSM4050245,2431,79982,1574,273715
491,201109-GSE136447-long508-150-150,GSM4050246,1915,44680,1043,274379
492,201109-GSE136447-long508-150-150,GSM4050247,1744,56295,1433,151548
493,201109-GSE136447-long508-150-150,GSM4050248,2835,89656,1978,286782
494,201109-GSE136447-long508-150-150,GSM4050249,2402,76514,1456,245034
495,201109-GSE136447-long508-150-150,GSM4050250,2773,96531,2311,286357
496,201109-GSE136447-long508-150-150,GSM4050251,2752,93003,1774,324958
497,201109-GSE136447-long508-150-150,GSM4050252,2216,81924,1463,359098
498,201109-GSE136447-long508-150-150,GSM4050253,2097,75501,1543,208046
499,201109-GSE136447-long508-150-150,GSM4050254,1891,69886,1407,247016
500,201109-GSE136447-long508-150-150,GSM4050256,1804,78851,1477,230924
501,201109-GSE136447-long508-150-150,GSM4050257,2261,77232,1578,153448
502,201109-GSE136447-long508-150-150,GSM4050258,1551,63196,1134,139503
503,201109-GSE136447-long508-150-150,GSM4050259,1888,76108,1325,182355
504,201109-GSE136447-long508-150-150,GSM4050260,2357,73679,1360,216399
505,201109-GSE136447-long508-150-150,GSM4050261,4345,102689,2849,598703
506,201109-GSE136447-long508-150-150,GSM4050262,5457,152963,3746,820884
507,201109-GSE136447-long508-150-150,GSM4050263,4521,123281,3271,447246
508,201109-GSE136447-long508-150-150,GSM4050264,4208,111080,2898,556512
509,201109-GSE136447-long508-150-150,GSM4050265,4694,135559,3147,625646
510,201109-GSE136447-long508-150-150,GSM4050267,2302,89006,1938,273221
511,201109-GSE136447-long508-150-150,GSM4050268,1000,20834,582,202579
512,201109-GSE136447-long508-150-150,GSM4050269,3539,108784,2182,407674
513,201109-GSE136447-long508-150-150,GSM4050270,2778,91723,1946,593850
514,201109-GSE136447-long508-150-150,GSM4050271,4575,135412,3175,582525
515,201109-GSE136447-long508-150-150,GSM4050272,2156,73461,1451,269045
516,201109-GSE136447-long508-150-150,GSM4050273,3260,80597,2373,588722
517,201109-GSE136447-long508-150-150,GSM4050274,3111,106029,2634,760829
518,201109-GSE136447-long508-150-150,GSM4050275,4262,111340,2941,626378
519,201109-GSE136447-long508-150-150,GSM4050276,3395,77151,2280,372877
520,201109-GSE136447-long508-150-150,GSM4050277,4221,117843,3007,869338
521,201109-GSE136447-long508-150-150,GSM4050278,2953,75992,1770,281104
522,201109-GSE136447-long508-150-150,GSM4050279,4397,102336,2892,626783
523,201109-GSE136447-long508-150-150,GSM4050280,5570,107706,2995,600754
524,201109-GSE136447-long508-150-150,GSM4050281,2289,85804,1350,192842
525,201109-GSE136447-long508-150-150,GSM4050282,3488,116398,2402,403388
526,201109-GSE136447-long508-150-150,GSM4050283,5323,134799,3625,798381
527,201109-GSE136447-long508-150-150,GSM4050284,4861,125034,3217,773166
528,201109-GSE136447-long508-150-150,GSM4050285,3565,94802,3302,365230
529,201109-GSE136447-long508-150-150,GSM4050286,3974,112916,3498,476662
530,201109-GSE136447-long508-150-150,GSM4050287,3741,73428,2420,386632
531,201109-GSE136447-long508-150-150,GSM4050288,3619,73993,2069,576291
532,201109-GSE136447-long508-150-150,GSM4050289,3466,94336,2736,443840
533,201109-GSE136447-long508-150-150,GSM4050290,3019,72375,2525,368320
534,201109-GSE136447-long508-150-150,GSM4050292,5784,100906,3113,793574
535,201109-GSE136447-long508-150-150,GSM4050293,3937,86639,2444,498236
536,201109-GSE136447-long508-150-150,GSM4050294,2008,28405,1104,162699
537,201109-GSE136447-long508-150-150,GSM4050295,5529,124749,3349,566529
538,201109-GSE136447-long508-150-150,GSM4050296,3608,56571,2184,266392
539,201109-GSE136447-long508-150-150,GSM4050297,3257,90881,2485,269760
540,201109-GSE136447-long508-150-150,GSM4050298,4045,104485,2439,387761
541,201109-GSE136447-long508-150-150,GSM4050299,2534,75730,1878,235540
542,201109-GSE136447-long508-150-150,GSM4050300,3560,88162,2437,367596
543,201109-GSE136447-long508-150-150,GSM4050301,1377,48251,1106,137410
544,201109-GSE136447-long508-150-150,GSM4050302,3454,90409,2008,271606
545,201109-GSE136447-long508-150-150,GSM4050303,3952,114421,2861,474105
546,201109-GSE136447-long508-150-150,GSM4050304,3526,96484,2806,376962
547,201109-GSE136447-long508-150-150,GSM4050305,3922,89960,2238,355805
548,201109-GSE136447-long508-150-150,GSM4050306,3034,74550,1896,242523
549,201109-GSE136447-long508-150-150,GSM4050307,2873,61500,1668,170483
550,201109-GSE136447-long508-150-150,GSM4050308,4603,125854,2845,540088
551,201109-GSE136447-long508-150-150,GSM4050310,5523,143231,3276,651851
552,201109-GSE136447-long508-150-150,GSM4050311,1885,52384,1990,435241
553,201109-GSE136447-long508-150-150,GSM4050312,4502,132683,3198,518873
554,201109-GSE136447-long508-150-150,GSM4050313,3726,119963,2649,571403
555,201109-GSE136447-long508-150-150,GSM4050314,2410,48323,1887,179502
556,201109-GSE136447-long508-150-150,GSM4050315,3039,89867,2082,397074
557,201109-GSE136447-long508-150-150,GSM4050316,4021,98122,2417,444944
558,201109-GSE136447-long508-150-150,GSM4050317,3217,105337,2310,345352
559,201109-GSE136447-long508-150-150,GSM4050318,3654,113059,2849,452002
560,201109-GSE136447-long508-150-150,GSM4050319,3922,108429,2446,456086
561,201109-GSE136447-long508-150-150,GSM4050320,4290,121828,2918,724154
562,201109-GSE136447-long508-150-150,GSM4050321,3200,106645,2727,345072
563,201109-GSE136447-long508-150-150,GSM4050322,3288,100158,2343,358733
564,201109-GSE136447-long508-150-150,GSM4050323,2221,89312,2091,299016
565,201109-GSE136447-long508-150-150,GSM4050324,2138,88771,1904,208677
566,201109-GSE136447-long508-150-150,GSM4050325,1337,73503,1293,150000
567,201109-GSE136447-long508-150-150,GSM4050326,3274,107326,2071,227100
568,201109-GSE136447-long508-150-150,GSM4050327,2950,105872,2518,316447
569,201109-GSE136447-long508-150-150,GSM4050328,3331,102029,2876,328961
570,201109-GSE136447-long508-150-150,GSM4050329,1001,53229,958,68245
571,201109-GSE136447-long508-150-150,GSM4050330,1109,57292,827,77893
572,201109-GSE136447-long508-150-150,GSM4050331,1565,56279,1048,87077
573,201109-GSE136447-long508-150-150,GSM4050332,549,51826,773,106838
574,201109-GSE136447-long508-150-150,GSM4050335,3912,106748,2830,677594
575,201109-GSE136447-long508-150-150,GSM4050336,2829,83541,2147,513573
576,201109-GSE136447-long508-150-150,GSM4050337,5552,136568,3179,972330
577,201109-GSE136447-long508-150-150,GSM4050338,5717,142544,3394,731088
578,201109-GSE136447-long508-150-150,GSM4050339,2876,83858,2099,502786
579,201109-GSE136447-long508-150-150,GSM4050340,4550,92176,2158,657620
580,201109-GSE136447-long508-150-150,GSM4050341,3554,100552,2802,519775
581,201109-GSE136447-long508-150-150,GSM4050342,2697,80173,2217,324397
582,201109-GSE136447-long508-150-150,GSM4050343,3923,100931,2645,354804
583,201109-GSE136447-long508-150-150,GSM4050344,6445,145673,4679,730854
584,201109-GSE136447-long508-150-150,GSM4050345,4115,93749,2513,268254
585,201109-GSE136447-long508-150-150,GSM4050346,4208,98004,2159,434582
586,201109-GSE136447-long508-150-150,GSM4050347,4623,105671,2501,456106
587,201109-GSE136447-long508-150-150,GSM4050348,2642,66081,1583,404574
588,201109-GSE136447-long508-150-150,GSM4050349,3141,73756,1917,245661
589,201109-GSE136447-long508-150-150,GSM4050350,3200,87398,2325,367043
590,201109-GSE136447-long508-150-150,GSM4050351,2349,64845,1403,174008
591,201109-GSE136447-long508-150-150,GSM4050352,4439,91784,2003,391574
592,201109-GSE136447-long508-150-150,GSM4050354,3486,97464,2849,443665
593,201109-GSE136447-long508-150-150,GSM4050355,2957,89236,1402,312184
594,201109-GSE136447-long508-150-150,GSM4050356,3457,88581,2331,413648
595,201109-GSE136447-long508-150-150,GSM4050357,3131,59295,1826,233977
596,201109-GSE136447-long508-150-150,GSM4050358,2807,93890,2149,362543
597,201109-GSE136447-long508-150-150,GSM4050359,1803,15704,407,133013
598,201109-GSE136447-long508-150-150,GSM4050360,3743,66527,2275,470925
599,201109-GSE136447-long508-150-150,GSM4050362,5277,130461,3323,683935
600,201109-GSE136447-long508-150-150,GSM4050363,3510,85420,2230,317037
601,201109-GSE136447-long508-150-150,GSM4050364,3668,94865,2362,322498
602,201109-GSE136447-long508-150-150,GSM4050365,3278,84553,1966,295901
603,201109-GSE136447-long508-150-150,GSM4050366,3296,84311,2101,333702
604,201109-GSE136447-long508-150-150,GSM4050368,2625,70302,1277,293655
605,201109-GSE136447-long508-150-150,GSM4050369,3288,80801,1867,339941
606,201109-GSE136447-long508-150-150,GSM4050370,2296,72176,1414,253424
607,201109-GSE136447-long508-150-150,GSM4050371,3298,69446,1245,178826
608,201109-GSE136447-long508-150-150,GSM4050372,2752,57304,1182,205759
609,201109-GSE136447-long508-150-150,GSM4050373,3814,80206,1814,342205
610,201109-GSE136447-long508-150-150,GSM4050374,2865,91874,2071,404922
611,201109-GSE136447-long508-150-150,GSM4050375,2337,70009,1508,160227
612,201109-GSE136447-long508-150-150,GSM4050376,1258,46641,1079,82521
613,201109-GSE136447-long508-150-150,GSM4050377,2548,50664,1925,327625
614,201109-GSE136447-long508-150-150,GSM4050379,4871,120723,3376,641684
615,201109-GSE136447-long508-150-150,GSM4050380,6701,117282,3795,1245538
616,201109-GSE136447-long508-150-150,GSM4050381,6121,144313,4327,845469
617,201109-GSE136447-long508-150-150,GSM4050382,7680,127243,4748,1311191
618,201109-GSE136447-long508-150-150,GSM4050383,4664,129925,3663,717522
619,201109-GSE136447-long508-150-150,GSM4050384,5264,113480,3498,741926
620,201109-GSE136447-long508-150-150,GSM4050385,4365,110198,3222,655198
621,201109-GSE136447-long508-150-150,GSM4050386,5929,144438,3599,848402
622,201109-GSE136447-long508-150-150,GSM4050387,4424,116959,3007,520148
623,201109-GSE136447-long508-150-150,GSM4050388,3635,80743,2295,440721
624,201109-GSE136447-long508-150-150,GSM4050389,5856,119272,3513,769105
625,201109-GSE136447-long508-150-150,GSM4050390,6253,135363,3773,934951
626,201109-GSE136447-long508-150-150,GSM4050391,2985,96332,1905,273871
627,201109-GSE136447-long508-150-150,GSM4050392,2916,75102,1824,302806
628,201109-GSE136447-long508-150-150,GSM4050393,5288,100119,3309,719989
629,201109-GSE136447-long508-150-150,GSM4050394,2932,77929,1761,350763
630,201109-GSE136447-long508-150-150,GSM4050395,3354,97325,2551,392171
631,201109-GSE136447-long508-150-150,GSM4050396,2461,51680,1264,156507
632,201109-GSE136447-long508-150-150,GSM4050397,5422,146342,3630,731465
633,201109-GSE136447-long508-150-150,GSM4050398,2833,74601,1431,268453
634,201109-GSE136447-long508-150-150,GSM4050399,3671,87149,2318,546635
635,201109-GSE136447-long508-150-150,GSM4050400,2692,40116,1057,263259
636,201109-GSE136447-long508-150-150,GSM4050401,4907,85961,2482,572075
637,201109-GSE136447-long508-150-150,GSM4050402,4088,114421,3135,494696
638,201109-GSE136447-long508-150-150,GSM4050403,8209,142210,5330,1150526
639,201109-GSE136447-long508-150-150,GSM4050404,5881,131397,3682,837909
640,201109-GSE136447-long508-150-150,GSM4050405,5041,106037,3491,671189
641,201109-GSE136447-long508-150-150,GSM4050406,4437,81709,3217,547567
642,201109-GSE136447-long508-150-150,GSM4050407,4524,91768,3748,488587
643,201109-GSE136447-long508-150-150,GSM4050408,2217,32355,811,287986
644,201109-GSE136447-long508-150-150,GSM4050409,4218,103062,2803,496913
645,201109-GSE136447-long508-150-150,GSM4050410,5144,130670,3869,710536
646,201109-GSE136447-long508-150-150,GSM4050411,3623,111261,2452,484504
647,201109-GSE136447-long508-150-150,GSM4050412,4592,100083,2992,563038
648,201109-GSE136447-long508-150-150,GSM4050413,2689,92293,1681,283851
649,201109-GSE136447-long508-150-150,GSM4050414,4057,60383,2173,414707
650,201109-GSE136447-long508-150-150,GSM4050415,5039,143451,3311,955156
651,201109-GSE136447-long508-150-150,GSM4050416,5593,125285,3594,781305
652,201109-GSE136447-long508-150-150,GSM4050417,4674,99933,3499,666389
653,201109-GSE136447-long508-150-150,GSM4050418,4500,134637,3418,626981
654,201109-GSE136447-long508-150-150,GSM4050420,3192,108524,2387,579005
655,201109-GSE136447-long508-150-150,GSM4050421,5517,125193,2674,1071787
656,201109-GSE136447-long508-150-150,GSM4050422,3873,87844,2187,1048324
657,201109-GSE136447-long508-150-150,GSM4050423,5450,151146,3640,846202
658,201109-GSE136447-long508-150-150,GSM4050424,5358,106606,2939,528216
659,201109-GSE136447-long508-150-150,GSM4050425,5348,105707,3686,740715
660,201109-GSE136447-long508-150-150,GSM4050427,5459,116212,3768,873998
661,201109-GSE136447-long508-150-150,GSM4050428,2374,71516,1811,419580
662,201109-GSE136447-long508-150-150,GSM4050429,3284,86311,2610,402526
663,201109-GSE136447-long508-150-150,GSM4050430,6171,136686,3673,735091
664,201109-GSE136447-long508-150-150,GSM4050431,3987,91595,3043,430625
665,201109-GSE136447-long508-150-150,GSM4050432,3556,67158,2493,460237
666,201109-GSE136447-long508-150-150,GSM4050433,3909,100245,2669,687580
667,201109-GSE136447-long508-150-150,GSM4050434,2281,76184,1745,455238
668,201109-GSE136447-long508-150-150,GSM4050435,2792,74459,1848,260775
669,201109-GSE136447-long508-150-150,GSM4050436,4309,93482,2398,482513
670,201109-GSE136447-long508-150-150,GSM4050437,3183,70950,1763,362914
671,201109-GSE136447-long508-150-150,GSM4050438,4787,84696,2867,618887
672,201109-GSE136447-long508-150-150,GSM4050439,4121,103309,2489,532158
673,201109-GSE136447-long508-150-150,GSM4050440,3522,90736,2042,518694
674,201109-GSE136447-long508-150-150,GSM4050441,4643,101244,3994,536625
675,201109-GSE136447-long508-150-150,GSM4050442,3326,81416,2533,259814
676,201109-GSE136447-long508-150-150,GSM4050443,2437,82378,1857,218012
677,201109-GSE136447-long508-150-150,GSM4050444,3837,96954,2557,319163
678,201109-GSE136447-long508-150-150,GSM4050445,4163,95950,2420,448729
679,201109-GSE136447-long508-150-150,GSM4050446,3102,81622,2337,347857
680,201109-GSE136447-long508-150-150,GSM4050447,1741,59657,1248,234580
681,201109-GSE136447-long508-150-150,GSM4050448,1215,50256,993,242872
682,201109-GSE136447-long508-150-150,GSM4050449,2213,71003,1800,242943
683,201109-GSE136447-long508-150-150,GSM4050450,2060,53435,1075,169512
684,201109-GSE136447-long508-150-150,GSM4050451,1907,49734,1076,192025
685,201109-GSE136447-long508-150-150,GSM4050452,2543,65018,2003,340550
686,201109-GSE136447-long508-150-150,GSM4050453,4587,120961,3157,509030
687,201109-GSE136447-long508-150-150,GSM4050454,7465,139953,4786,844081
688,201109-GSE136447-long508-150-150,GSM4050455,4148,91188,2461,409426
689,201109-GSE136447-long508-150-150,GSM4050456,6913,158739,4368,761406
690,201109-GSE136447-long508-150-150,GSM4050457,3282,102957,2152,481560
691,201109-GSE136447-long508-150-150,GSM4050459,3904,104719,2573,348666
692,201109-GSE136447-long508-150-150,GSM4050460,4488,111601,2844,731013
693,201109-GSE136447-long508-150-150,GSM4050462,5654,118688,4149,555450
694,201109-GSE136447-long508-150-150,GSM4050463,4994,113499,3095,474190
695,201109-GSE136447-long508-150-150,GSM4050465,9148,141924,4959,1408447
696,201109-GSE136447-long508-150-150,GSM4050466,5967,141327,3717,573892
697,201109-GSE136447-long508-150-150,GSM4050467,3022,88534,2387,330022
698,201109-GSE136447-long508-150-150,GSM4050468,4871,107727,3420,613868
699,201109-GSE136447-long508-150-150,GSM4050469,1418,50013,1124,278423
700,201109-GSE136447-long508-150-150,GSM4050470,3659,87093,2364,420447
701,201109-GSE136447-long508-150-150,GSM4050471,3378,96650,2093,343242
702,201109-GSE136447-long508-150-150,GSM4050472,2819,82726,1746,248762
703,201109-GSE136447-long508-150-150,GSM4050473,3712,74161,2297,231180
704,201109-GSE136447-long508-150-150,GSM4050474,2846,92420,1787,319471
705,201109-GSE136447-long508-150-150,GSM4050475,3050,87918,2011,452764
706,201109-GSE136447-long508-150-150,GSM4050476,3146,88783,2196,351769
707,201109-GSE136447-long508-150-150,GSM4050477,4459,104316,2424,473737
708,201109-GSE136447-long508-150-150,GSM4050478,3429,95965,2641,404169
709,201109-GSE136447-long508-150-150,GSM4050479,2343,90470,2426,387119
710,201109-GSE136447-long508-150-150,GSM4050480,3520,97665,2400,421003
711,201109-GSE136447-long508-150-150,GSM4050481,6298,119197,3823,733377
712,201109-GSE136447-long508-150-150,GSM4050482,3785,52557,1764,420175
713,201109-GSE136447-long508-150-150,GSM4050483,2925,97112,2369,394374
714,201109-GSE136447-long508-150-150,GSM4050484,2865,83171,1615,344760
715,201109-GSE136447-long508-150-150,GSM4050485,3195,92190,2015,399698
716,201109-GSE136447-long508-150-150,GSM4050486,2565,75682,1473,287416
717,201109-GSE136447-long508-150-150,GSM4050487,2779,86171,1396,273056
718,201109-GSE136447-long508-150-150,GSM4050488,4370,130139,3401,435746
719,201109-GSE136447-long508-150-150,GSM4050489,1319,13084,384,239758
720,201109-GSE136447-long508-150-150,GSM4050490,3404,83184,2016,596507
721,201109-GSE136447-long508-150-150,GSM4050492,3303,85396,1741,433347
722,201109-GSE136447-long508-150-150,GSM4050493,4047,77739,1851,396275
723,201109-GSE136447-long508-150-150,GSM4050494,3248,65070,1843,431479
724,201109-GSE136447-long508-150-150,GSM4050495,2398,65355,2042,358333
725,201109-GSE136447-long508-150-150,GSM4050496,5730,130394,3818,555099
726,201109-GSE136447-long508-150-150,GSM4050497,3409,101798,2216,430260
727,201109-GSE136447-long508-150-150,GSM4050498,4481,90796,2433,388824
728,201109-GSE136447-long508-150-150,GSM4050499,3583,96795,2653,399231
729,201109-GSE136447-long508-150-150,GSM4050500,3751,96291,2318,382267
730,201109-GSE136447-long508-150-150,GSM4050501,4494,104306,3101,1750624
731,201109-GSE136447-long508-150-150,GSM4050502,5146,122797,3655,846740
732,201109-GSE136447-long508-150-150,GSM4050503,6121,119286,4093,462667
733,201109-GSE136447-long508-150-150,GSM4050504,2645,83961,2059,279418
734,201109-GSE136447-long508-150-150,GSM4050505,6607,128773,4918,922868
735,201109-GSE136447-long508-150-150,GSM4050506,1956,52865,1308,117075
736,201109-GSE136447-long508-150-150,GSM4050507,2885,61895,1342,150424
737,201109-GSE136447-long508-150-150,GSM4050508,2953,83037,2142,251377
738,201109-GSE136447-long508-150-150,GSM4050509,3923,80619,2825,330253
739,201109-GSE136447-long508-150-150,GSM4050510,4921,109033,3235,1828173
740,201109-GSE136447-long508-150-150,GSM4050511,2554,69877,2063,452801
741,201109-GSE136447-long508-150-150,GSM4050512,3115,85655,2262,392190
742,201109-GSE136447-long508-150-150,GSM4050513,2732,79298,1862,259170
743,201109-GSE136447-long508-150-150,GSM4050514,1719,50226,1334,291176
744,201109-GSE136447-long508-150-150,GSM4050515,1447,60493,1165,204727
745,201109-GSE136447-long508-150-150,GSM4050516,2174,68311,1428,224472
746,201109-GSE136447-long508-150-150,GSM4050517,3513,110440,2284,461972
747,201109-GSE136447-long508-150-150,GSM4050518,4768,96068,4130,485355
748,201109-GSE136447-long508-150-150,GSM4050519,4553,126863,3450,430095
749,201109-GSE136447-long508-150-150,GSM4050520,3684,108530,2681,340438
750,201109-GSE136447-long508-150-150,GSM4050521,5338,103197,3869,421728
751,201109-GSE136447-long508-150-150,GSM4050522,3190,90510,2273,282664
752,201109-GSE136447-long508-150-150,GSM4050523,2274,80059,1266,239531
753,201109-GSE136447-long508-150-150,GSM4050524,1673,80106,1642,188753
754,201109-GSE136447-long508-150-150,GSM4050525,2814,75516,1873,194788
755,201109-GSE136447-long508-150-150,GSM4050526,2037,73403,1382,155676
756,201109-GSE136447-long508-150-150,GSM4050527,3806,103147,2464,474801
757,201109-GSE136447-long508-150-150,GSM4050528,2456,74502,1761,195904
758,201109-GSE136447-long508-150-150,GSM4050529,1968,56207,1304,223029
759,201109-GSE136447-long508-150-150,GSM4050530,1633,39411,1132,318920
760,201109-GSE136447-long508-150-150,GSM4050531,3081,80056,1573,272198
761,201109-GSE136447-long508-150-150,GSM4050532,4004,108183,2715,556738
762,201109-GSE136447-long508-150-150,GSM4050533,1760,71642,1363,167110
763,201109-GSE136447-long508-150-150,GSM4050534,2565,84273,1922,248677
764,201109-GSE136447-long508-150-150,GSM4050536,3820,71396,2956,412212
765,201109-GSE136447-long508-150-150,GSM4050537,6252,128514,3485,1724954
766,201109-GSE136447-long508-150-150,GSM4050538,2387,80803,1523,749145
767,201109-GSE136447-long508-150-150,GSM4050539,3405,85356,2726,772236
768,201109-GSE136447-long508-150-150,GSM4050540,1901,64973,983,363409
769,201109-GSE136447-long508-150-150,GSM4050541,2876,107354,2478,565046
770,201109-GSE136447-long508-150-150,GSM4050542,7745,165827,4455,1658521
771,201109-GSE136447-long508-150-150,GSM4050543,2885,100535,2279,664689
772,201109-GSE136447-long508-150-150,GSM4050545,3028,96361,2172,638379
773,201109-GSE136447-long508-150-150,GSM4050548,1478,97075,1565,170476
774,201109-GSE136447-long508-150-150,GSM4050549,1780,74787,917,169613
775,201109-GSE136447-long508-150-150,GSM4050550,1673,72332,1036,183696
776,201109-GSE136447-long508-150-150,GSM4050551,911,49237,757,134184
777,201109-GSE136447-long508-150-150,GSM4050552,1993,76461,1409,147290
778,201109-GSE136447-long508-150-150,GSM4050553,4795,135004,2943,733099
779,201109-GSE136447-long508-150-150,GSM4050554,3541,101024,2555,390251
780,201109-GSE136447-long508-150-150,GSM4050555,5107,121008,3128,536588
781,201109-GSE136447-long508-150-150,GSM4050563,4123,120688,3365,535886
782,201109-GSE136447-long508-150-150,GSM4050564,5570,113129,3812,550678
783,201109-GSE136447-long508-150-150,GSM4050565,4322,104194,2687,432557
784,201109-GSE136447-long508-150-150,GSM4050567,5820,79575,2650,948719
785,201109-GSE136447-long508-150-150,GSM4050568,2219,45047,882,392281
786,201109-GSE136447-long508-150-150,GSM4050569,4313,103894,2608,468922
787,201109-GSE136447-long508-150-150,GSM4050570,6196,132164,4411,629103
788,201109-GSE136447-long508-150-150,GSM4050571,6094,133763,3678,587182
789,201109-GSE136447-long508-150-150,GSM4050572,5335,113387,4352,458609
790,201109-GSE136447-long508-150-150,GSM4050573,4767,114609,3509,530160
791,201109-GSE136447-long508-150-150,GSM4050574,6427,153961,3048,1299526
792,201109-GSE136447-long508-150-150,GSM4050575,3226,54803,1528,332181
793,201109-GSE136447-long508-150-150,GSM4050609,2793,84732,2037,398068
794,201109-GSE136447-long508-150-150,GSM4050610,4323,71219,2284,642681
795,201109-GSE136447-long508-150-150,GSM4050611,3040,78021,2195,435489
796,201109-GSE136447-long508-150-150,GSM4050612,2597,61922,1615,350967
797,201109-GSE136447-long508-150-150,GSM4050614,2041,71977,1684,274686
798,201109-GSE136447-long508-150-150,GSM4050615,2738,62733,1490,356638
799,201109-GSE136447-long508-150-150,GSM4050616,3537,56839,1814,645481
800,201109-GSE136447-long508-150-150,GSM4050617,428,15947,620,36321
801,201109-GSE136447-long508-150-150,GSM4050618,3336,88052,1933,478892
802,201109-GSE136447-long508-150-150,GSM4050619,2059,52372,1320,381776
803,201109-GSE136447-long508-150-150,GSM4050620,2153,70305,1448,377039
804,201109-GSE136447-long508-150-150,GSM4050621,2295,67060,1725,368989
805,201109-GSE136447-long508-150-150,GSM4050622,2323,91631,1936,322974
806,201109-GSE136447-long508-150-150,GSM4050623,1942,36309,1161,128700
807,201109-GSE136447-long508-150-150,GSM4050624,2306,73203,1884,312023
808,201109-GSE136447-long508-150-150,GSM4050625,2346,81815,1900,288420
809,201109-GSE136447-long508-150-150,GSM4050626,1817,80598,1716,323843
810,201109-GSE136447-long508-150-150,GSM4050627,758,40239,749,154724
811,201109-GSE136447-long508-150-150,GSM4050629,2356,71713,1669,258927
812,201109-GSE136447-long508-150-150,GSM4050630,1664,67470,1371,413997
813,201109-GSE136447-long508-150-150,GSM4050631,2830,73545,1974,272360
814,201109-GSE136447-long508-150-150,GSM4050632,3809,88222,2886,227531
815,201109-GSE136447-long508-150-150,GSM4050633,1891,70078,1770,246485
816,201109-GSE136447-long508-150-150,GSM4050638,3575,93693,2061,505497
817,201109-GSE136447-long508-150-150,GSM4050639,3074,84765,2279,535303
818,201109-GSE136447-long508-150-150,GSM4050640,5843,151087,4356,617162
819,201109-GSE136447-long508-150-150,GSM4050641,3150,102842,2306,352252
820,201109-GSE136447-long508-150-150,GSM4050642,3350,86493,2215,679228
821,201109-GSE136447-long508-150-150,GSM4050643,5009,103158,2848,625244
822,201109-GSE136447-long508-150-150,GSM4050644,4821,110380,3330,449415
823,201109-GSE136447-long508-150-150,GSM4050645,1983,65108,1478,241182
824,201109-GSE136447-long508-150-150,GSM4050646,3415,84092,2393,350729
825,201109-GSE136447-long508-150-150,GSM4050647,2041,48826,1043,155637
826,201109-GSE136447-long508-150-150,GSM4050648,1986,64084,1385,229451
827,201109-GSE136447-long508-150-150,GSM4050649,4716,84867,2666,514902
828,201109-GSE136447-long508-150-150,GSM4050650,4862,109054,3369,580483
829,201109-GSE136447-long508-150-150,GSM4050651,3263,80717,2015,353738
830,201109-GSE136447-long508-150-150,GSM4050652,3131,87689,2097,564628
831,201109-GSE136447-long508-150-150,GSM4050654,4011,104273,2840,460536
832,201109-GSE136447-long508-150-150,GSM4050655,5474,127833,3180,602688
833,201109-GSE136447-long508-150-150,GSM4050656,2779,74731,1900,386900
834,201109-GSE136447-long508-150-150,GSM4050657,3059,86018,1714,592911
835,201109-GSE136447-long508-150-150,GSM4050658,3301,96832,2201,306385
836,201109-GSE136447-long508-150-150,GSM4050659,2640,71343,1554,230344
837,201109-GSE136447-long508-150-150,GSM4050660,4068,106346,2939,500167
838,201109-GSE136447-long508-150-150,GSM4050661,3428,82610,2145,731317
839,201109-GSE136447-long508-150-150,GSM4050662,3494,100272,2133,452847
840,201109-GSE136447-long508-150-150,GSM4050663,2545,59794,1533,356608
841,201109-GSE136447-long508-150-150,GSM4050664,4005,74216,2673,353188
842,201109-GSE136447-long508-150-150,GSM4050665,1767,70540,1462,191012
843,201109-GSE136447-long508-150-150,GSM4050666,1964,60167,1072,205053
844,201109-GSE136447-long508-150-150,GSM4050667,2541,67453,1782,201162
845,201109-GSE136447-long508-150-150,GSM4050668,2180,58526,1615,205052
846,201109-GSE136447-long508-150-150,GSM4050669,1676,67455,1273,235379
847,201109-GSE136447-long508-150-150,GSM4050670,3319,85379,1935,356894
848,201109-GSE136447-long508-150-150,GSM4050671,2418,72998,1701,252573
849,201109-GSE136447-long508-150-150,GSM4050672,2020,60975,1470,207746
850,201109-GSE136447-long508-150-150,GSM4050673,2233,72405,1663,174995
851,201109-GSE136447-long508-150-150,GSM4050674,2109,61536,1204,211682
852,201109-GSE136447-long508-150-150,GSM4050675,3011,71670,1741,305475
853,201109-GSE136447-long508-150-150,GSM4050676,2660,55112,1206,257224
854,201109-GSE136447-long508-150-150,GSM4050266,2549,70354,1396,310555
855,201109-GSE136447-long508-150-150,GSM4050165,3917,83182,1862,499202
856,201109-GSE136447-long508-150-150,GSM4050309,5246,134179,3998,640069
857,201109-GSE136447-long508-150-150,GSM4050426,2511,63806,1879,304921
858,201109-GSE136447-long508-150-150,GSM4050547,2040,112202,1976,238497
859,201109-GSE136447-long508-150-150,GSM4050132,2110,47496,1349,283071
860,201109-GSE136447-long508-150-150,GSM4050653,2056,68100,1482,275267
861,201109-GSE136447-long508-150-150,GSM4050419,4011,136149,2893,588160
862,201109-GSE136447-long508-150-150,GSM4050291,3176,53864,2058,495561
863,201109-GSE136447-long508-150-150,GSM4050192,2338,66889,1222,152871
864,201109-GSE136447-long508-150-150,GSM4050333,3880,103948,2620,395035
