,dataset,name,count.5.prime.UTR,count.3.prime.UTR,count.CDS,count.intron
1249,200911-GSE125616-all-150-150,GSM3578384,1289,46899,518,221623
1250,200911-GSE125616-all-150-150,GSM3578385,2204,61823,1332,390955
1251,200911-GSE125616-all-150-150,GSM3578386,2174,54805,1165,363673
1252,200911-GSE125616-all-150-150,GSM3578387,2975,70093,1229,498126
1253,200911-GSE125616-all-150-150,GSM3578388,1573,31217,845,235817
1254,200911-GSE125616-all-150-150,GSM3578389,960,24162,364,239123
1255,200911-GSE125616-all-150-150,GSM3578390,1800,34699,654,267255
1256,200911-GSE125616-all-150-150,GSM3578391,1369,27588,567,178392
1257,200911-GSE125616-all-150-150,GSM3578392,725,39590,712,151964
1258,200911-GSE125616-all-150-150,GSM3578393,1817,46183,792,210296
1259,200911-GSE125616-all-150-150,GSM3578394,971,31446,623,150327
1260,200911-GSE125616-all-150-150,GSM3578395,1980,42771,617,260276
1261,200911-GSE125616-all-150-150,GSM3578396,2032,30135,834,269298
1262,200911-GSE125616-all-150-150,GSM3578397,2134,42023,588,260088
1263,200911-GSE125616-all-150-150,GSM3578398,2013,51533,864,276547
1264,200911-GSE125616-all-150-150,GSM3578399,1822,43180,816,248419
1265,200911-GSE125616-all-150-150,GSM3578400,4783,71243,2218,798551
1266,200911-GSE125616-all-150-150,GSM3578401,2574,68622,1213,386302
1267,200911-GSE125616-all-150-150,GSM3578402,863,31048,458,176016
1268,200911-GSE125616-all-150-150,GSM3578403,1942,53850,1056,291949
1269,200911-GSE125616-all-150-150,GSM3578404,2343,63158,1168,485447
1270,200911-GSE125616-all-150-150,GSM3578405,623,21559,461,104844
1271,200911-GSE125616-all-150-150,GSM3578406,763,34489,520,162972
1272,200911-GSE125616-all-150-150,GSM3578407,3044,61624,1333,556217
1273,200911-GSE125616-all-150-150,GSM3578408,2446,28203,1187,344244
1274,200911-GSE125616-all-150-150,GSM3578409,3229,78174,1875,534813
1275,200911-GSE125616-all-150-150,GSM3578410,1085,21702,608,152987
1276,200911-GSE125616-all-150-150,GSM3578411,2822,73600,1684,505963
1277,200911-GSE125616-all-150-150,GSM3578412,1617,33932,945,222926
1278,200911-GSE125616-all-150-150,GSM3578413,3001,60234,1236,478105
1279,200911-GSE125616-all-150-150,GSM3578414,2192,46948,840,280184
1280,200911-GSE125616-all-150-150,GSM3578415,991,24410,436,108215
1281,200911-GSE125616-all-150-150,GSM3578416,1653,39631,752,209628
1282,200911-GSE125616-all-150-150,GSM3578417,1182,41060,556,165475
1283,200911-GSE125616-all-150-150,GSM3578418,828,28603,710,133516
1284,200911-GSE125616-all-150-150,GSM3578419,3603,74166,1669,603063
1285,200911-GSE125616-all-150-150,GSM3578420,2132,44120,861,591876
1286,200911-GSE125616-all-150-150,GSM3578421,2916,78708,1956,508517
1287,200911-GSE125616-all-150-150,GSM3578422,2868,70424,1720,307296
1288,200911-GSE125616-all-150-150,GSM3578423,4114,90604,2276,707472
1289,200911-GSE125616-all-150-150,GSM3578424,2570,72247,834,316502
1290,200911-GSE125616-all-150-150,GSM3578425,2946,68203,1252,444148
1291,200911-GSE125616-all-150-150,GSM3578426,2096,69002,1154,440069
1292,200911-GSE125616-all-150-150,GSM3578427,3569,80007,1748,488700
1293,200911-GSE125616-all-150-150,GSM3578428,3222,71768,1468,814124
1294,200911-GSE125616-all-150-150,GSM3578429,5544,109560,2506,754726
